C2_ID1	C2_IND1	C2_IND2	C2_KSIC	C2_TYPE	C2_PANEL_TYPE	C2_SCALE	C2A_Sex1	C2A_Sex2	C2A_Sex3	C2A01_01	C2A01_01_01	C2A01_02_01	C2A01_02_02	C2A01_02_03	C2A01_03	C2A01_04	C2A01_04_01	C2A01_05	C2A01_06	C2A01_07	C2A01_07_01	C2A01_07_02	C2A01_08_01	C2A01_08_03	C2A01_08_05	C2A01_08_02	C2A01_08_04	C2A01_08_06	C2A02_01	C2A02_02	C2A02_03	C2A02_04	C2A02_05	C2A02_06	C2A02_07	C2A02_08	C2A02_09	C2A02_09_01	C2A02_09_02	C2A02_09_03	C2A02_09_04	C2A02_09_05	C2A02_09_06	C2A02_09_07	C2A02_09_08	C2A02_09_09	C2A02_09_10	C2A02_09_11	C2A02_09_12	C2A02_09_13	C2A02_09_14	C2A02_09_15	C2A02_09_16	C2A02_09_17	C2A02_09_18	C2B01_01	C2B01_02	C2B01_03	C2B01_04_01	C2B01_04_04	C2B01_04_07	C2B01_04_10	C2B01_04_13	C2B01_04_02	C2B01_04_05	C2B01_04_08	C2B01_04_11	C2B01_04_14	C2B01_04_03	C2B01_04_06	C2B01_04_09	C2B01_04_12	C2B01_04_15	C2B01_05_01	C2B01_05_05	C2B01_05_09	C2B01_05_02	C2B01_05_06	C2B01_05_10	C2B01_05_03	C2B01_05_07	C2B01_05_11	C2B01_05_04	C2B01_05_08	C2B01_05_12	C2B01_06	C2B01_07_01	C2B01_07_04	C2B01_07_07	C2B01_07_02	C2B01_07_05	C2B01_07_08	C2B01_07_03	C2B01_07_06	C2B01_07_09	C2B01_08_01	C2B01_08_02	C2B01_08_03	C2B01_08_04	C2B02_01_01	C2B02_01_02	C2B02_01_03	C2B02_02_01	C2B02_02_02	C2B02_02_03	C2B02_02_04	C2B02_02_05	C2B02_02_06	C2B02_02_07	C2B02_02_08	C2B02_02_09	C2B02_02_10	C2B02_02_11	C2B02_02_12	C2B02_02_13	C2B02_02_14	C2B02_02_15	C2B02_02_16	C2B02_02_17	C2B02_02_18	C2B02_02_19	C2B02_03	C2B02_03_01	C2B02_03_02	C2B02_03_03	C2B02_04	C2B02_04_01	C2B02_04_02	C2B02_04_03	C2B02_04_04	C2B02_04_05	C2B02_04_06	C2B02_04_07	C2B02_04_08	C2B02_04_09	C2B02_04_10	C2B02_04_11	C2B02_04_12	C2B02_04_13	C2B02_04_14	C2B02_05_01	C2B02_05_02	C2B02_05_03	C2B03_01	C2B03_02	C2B03_03_01	C2B03_03_02	C2B03_03_03	C2B03_03_04	C2C01_01_01	C2C01_01_02	C2C01_02	C2C01_02_01	C2C01_02_02	C2C01_02_03	C2C01_02_04	C2C01_02_05	C2C01_02_06	C2C01_03	C2C01_03_01	C2C01_04	C2C01_04_01	C2C01_04_02	C2C01_04_03	C2C01_04_04	C2C01_04_05	C2C01_04_06	C2C01_04_07	C2C01_04_08	C2C01_04_09	C2C01_04_10	C2C02_01	C2C02_01_01	C2C02_01_02	C2C02_02_01	C2C02_02_02	C2C02_02_03	C2C02_02_04	C2C02_02_05	C2C02_02_06	C2C02_02_07	C2C02_02_08	C2C02_02_09	C2C02_02_10	C2C02_02_11	C2C02_02_12	C2C02_03	C2C02_03_01	C2C02_03_02	C2C02_04_01	C2C02_04_02	C2C02_04_03	C2C02_04_04	C2C02_05	C2C03_01_01	C2C03_01_02	C2C03_01_03	C2C03_01_04	C2C03_01_05	C2C03_01_06	C2C03_01_07	C2C03_01_08	C2C03_01_09	C2C03_01_10	C2C03_01_11	C2C03_01_12	C2C03_01_13	C2C03_01_14	C2C03_02	C2C03_03_01	C2C03_03_02	C2C03_03_03	C2C03_03_04	C2C03_03_05	C2C03_03_06	C2C03_03_07	C2C03_03_08	C2C03_03_09	C2C03_03_10	C2C03_04	C2C03_04_01	C2C03_04_02	C2C03_04_03	C2C03_04_04	C2C03_04_05	C2C03_05	C2C03_05_01	C2C03_06_01	C2C03_06_02	C2C03_06_03	C2C03_06_04	C2C03_06_05	C2C03_06_06	C2C03_06_07	C2C03_06_08	C2C03_07	C2C04_01_01	C2C04_01_02	C2C04_01_03	C2C04_02	C2C04_03	C2C05_01_01	C2C05_01_02	C2C05_01_03	C2C05_01_04	C2C05_01_05	C2C05_01_06	C2C05_01_07	C2C05_01_08	C2C05_02	C2C05_03	C2C05_04_01	C2C05_04_02	C2C05_04_03	C2C05_04_04	C2C05_04_05	C2C05_04_06	C2C05_04_07	C2C05_04_08	C2C05_04_09	C2C05_04_10	C2C05_04_11	C2C05_04_12	C2C05_05_01	C2C05_05_03	C2C05_05_05	C2C05_05_07	C2C05_05_09	C2C05_05_11	C2C05_05_13	C2C05_05_02	C2C05_05_04	C2C05_05_06	C2C05_05_08	C2C05_05_10	C2C05_05_12	C2C05_05_14	C2C05_06_01	C2C05_06_02	C2C05_06_03	C2C05_06_04	C2C05_06_05	C2C05_06_06	C2C05_06_07	C2C05_06_08	C2C05_06_09	C2C05_06_10	C2C05_06_11	C2C05_06_12	C2C05_06_13	C2C05_06_14	C2C05_06_15	C2C05_06_16	C2C05_06_17	C2C05_06_18	C2C05_07_01	C2C05_07_02	C2C05_08_01	C2C05_08_02	C2C05_08_03	C2C05_08_04	C2C05_08_05	C2C05_08_06	C2C05_09	C2C05_09_01	C2C05_09_02	C2C05_09_03	C2C05_10_01	C2C05_10_02	C2C05_10_03	C2C05_11_01	C2C05_11_02	C2C05_11_03	C2C05_11_04	C2C05_11_05	C2C05_11_06	C2C05_11_07	C2C05_11_08	C2C05_11_09	C2C06_01	C2C06_02	C2C06_02_01	C2C06_02_02	C2C06_02_03	C2C06_02_04	C2C06_02_05	C2C06_02_06	C2C06_03_01	C2C06_03_02	C2C06_03_03	C2C06_03_04	C2C06_03_05	C2C06_03_06	C2C06_04_01	C2C06_04_02	C2C06_04_03	C2C06_04_04	C2C06_04_05	C2C06_04_06	C2C06_04_07	C2C06_04_08	C2C06_04_09	C2C06_04_10	C2C07_01	C2C07_01_01	C2C07_01_02	C2C07_01_03	C2C07_01_04	C2C07_02	C2C07_02_01	C2C07_02_02	C2C07_02_03	C2C07_02_04	C2C07_02_05	C2C07_02_06	C2C07_02_07	C2C07_02_08	C2C08_01	C2C08_02	C2C08_02_01	C2C08_03_01	C2C08_03_02	C2C08_03_03	C2C08_03_04	C2C08_03_05	C2C08_03_06	C2C08_03_07	C2C08_03_08	C2C08_03_09	C2C08_03_10	C2C08_03_11	C2C08_03_12	C2C08_03_13	C2C08_03_15	C2C08_03_17	C2C08_03_14	C2C08_03_16	C2C08_03_18	C2C08_03_19	C2C08_04	C2D01_01	C2D01_02_01	C2D01_02_02	C2D01_02_03	C2D01_03	C2D01_03_01	C2D01_04	C2D02_01_01	C2D02_01_02	C2D02_01_03	C2D02_01_05	C2D02_01_06	C2D02_01_07	C2D02_01_08	C2D02_01_10	C2D02_01_11	C2D02_01_12	C2D02_01_13	C2D02_01_15	C2D02_01_16	C2D02_01_17	C2D02_01_18	C2D02_01_20	C2D02_01_21	C2D02_01_22	C2D02_01_23	C2D02_01_25	C2D02_01_26	C2D02_01_27	C2D02_01_28	C2D02_01_30	C2D02_01_31	C2D02_01_32	C2D02_01_33	C2D02_01_35	C2D02_01_36	C2D02_01_37	C2D02_02_01	C2D02_02_02	C2D02_02_03	C2D02_02_04	C2D02_02_05	C2D02_02_06	C2D02_02_07	C2D02_02_08	C2D02_02_09	C2D02_02_10	C2D02_02_11	C2D02_02_12	C2D02_02_13	C2D02_02_14	C2D02_02_15	C2D02_02_16	C2D02_02_17	C2D02_02_18	C2D02_02_19	C2D02_02_20	C2D02_02_21	C2D02_02_22	C2D02_02_23	C2D02_02_24	C2D02_02_25	C2D02_02_26	C2D02_02_27	C2D02_02_28	C2D02_02_29	C2D02_02_30	C2D02_02_31	C2D02_02_32	C2D02_02_33	C2D02_02_34	C2D02_02_35	C2D02_02_36	C2D02_02_37	C2D02_02_38	C2D02_02_39	C2D02_02_40	C2D02_02_41	C2D02_02_42	C2D02_02_43	C2D02_02_44	C2D02_02_45	C2D02_02_46	C2D02_02_47	C2D02_02_48	C2D02_02_49	C2D02_02_50	C2D02_02_51	C2D02_02_52	C2D02_02_53	C2D02_02_54	C2D02_02_55	C2D02_02_56	C2D02_02_57	C2D02_03_01	C2D02_03_02	C2D02_03_03	C2D02_03_04	C2D02_03_05	C2D02_03_06	C2D02_03_07	C2D02_03_08	C2D02_03_09	C2D02_03_10	C2D02_03_11	C2D02_03_12	C2D02_03_13	C2D02_03_14	C2D02_03_15	C2D02_03_16	C2D02_03_17	C2D02_03_18	C2D02_03_19	C2D02_03_20	C2D02_03_21	C2D02_03_22	C2D02_03_23	C2D02_03_24	C2D02_03_25	C2D02_03_26	C2D02_03_27	C2D02_03_28	C2D02_03_29	C2D02_03_30	C2D02_03_31	C2D02_03_32	C2D02_04_01	C2D02_04_02	C2D02_04_03	C2D02_04_04	C2D02_04_05	C2D02_04_06	C2D02_04_07	C2D02_04_08	C2D02_04_09	C2D02_04_10	C2D02_04_11	C2D02_04_12	C2D02_04_13	C2D02_04_14	C2D02_05_01	C2D02_05_02	C2D02_05_03	C2D03_01	C2D03_02_01	C2D03_02_02	C2D03_02_03	C2D03_02_04	C2D03_02_05	C2D03_02_06	C2D03_03_01	C2D03_03_02	C2D03_03_03	C2D03_03_04	C2D03_03_05	C2D03_03_06	C2D03_03_07	C2D03_03_08	C2D03_03_09	C2D03_04_01	C2D03_04_02	C2D03_04_03	C2D03_04_04	C2D03_04_05	C2D03_04_06	C2D03_04_07	C2D03_04_08	C2D03_05_01	C2D03_05_02	C2D03_05_03	C2D03_05_04	C2D03_05_05	C2D03_06_01	C2D03_06_02	C2D03_06_03	C2D03_06_04	C2D03_06_05	C2D03_06_06	C2D03_06_07	C2D03_06_08	C2D04_01_01	C2D04_01_02	C2D04_01_03	C2D04_01_04	C2D04_01_05	C2D04_01_06	C2D04_01_07	C2D04_01_08	C2D04_01_09	C2D04_01_10	C2D04_01_11	C2D04_01_12	C2D04_01_13	C2D04_01_14	C2D04_01_15	C2D04_01_16	C2D04_02	C2D04_03_01	C2D04_03_02	C2D04_03_03	C2D04_03_04	C2D04_04_01	C2D04_04_02	C2D04_04_03	C2D04_04_04	C2D04_04_05	C2D04_04_06	C2D04_04_07	C2D04_04_08	C2D04_04_09	C2D05_01_01	C2D05_01_02	C2D05_01_03	C2D05_01_04	C2D05_01_05	C2D05_01_06	C2D05_01_07	C2D05_01_08	C2D05_02_01	C2D05_02_02	C2D05_02_03	C2D05_02_04	C2D05_02_05	C2D05_02_06	C2D05_02_07	C2D05_02_08	C2D05_02_09	C2D05_03_01	C2D05_03_02	C2D05_03_03	C2D05_03_04	C2D05_03_05	C2D05_03_06	C2D05_03_07	C2D05_03_08	C2D05_04	C2D05_05_01	C2D05_05_02	C2D05_05_03	C2D05_05_04	C2D05_05_05	C2D05_05_06	C2D05_05_07	C2D05_05_08	C2D05_05_09	C2D05_05_10	C2D05_06_01	C2D05_06_02	C2D05_06_03	C2D05_06_05	C2D05_06_06	C2D05_07_01	C2D05_07_02	C2D05_07_03	C2D05_07_04	C2D05_07_05	C2E01_01_01	C2E01_01_02	C2E01_01_03	C2E01_01_04	C2E01_01_05	C2E01_01_06	C2E01_01_07	C2E01_01_08	C2E01_01_09	C2E01_01_10	C2E01_01_11	C2E01_01_12	C2E01_01_13	C2E01_01_14	C2E01_01_15	C2E01_01_16	C2E01_01_17	C2E01_01_18	C2E01_01_19	C2E01_01_20	C2E01_01_21	C2E01_01_22	C2E01_01_23	C2E01_01_24	C2E01_01_25	C2E01_01_26	C2E01_01_27	C2E01_01_28	C2E01_01_29	C2E01_01_30	C2E01_01_31	C2E01_01_32	C2E01_01_33	C2E01_01_34	C2E01_01_35	C2E01_01_36	C2E01_01_37	C2E01_01_38	C2E01_01_39	C2E01_01_40	C2E01_02_01	C2E01_02_02	C2E01_02_03	C2E01_02_04	C2E01_02_05	C2E01_03_01	C2E01_03_02	C2E01_03_03	C2E01_03_04	C2E01_03_05	C2E01_03_06	C2E01_04_01	C2E01_04_02	C2E01_04_03	C2E01_04_04	C2E01_04_05	C2E01_04_06	C2E01_04_07	C2E01_04_08	C2E01_04_09	C2E01_04_10	C2E01_04_11	C2E01_04_12	C2E01_04_13	C2E01_04_14	C2E01_04_15	C2E01_04_16	C2E01_04_17	C2E01_04_18	C2E01_04_19	C2E01_04_20	C2E01_04_21	C2E01_04_22	C2E01_04_23	C2E01_04_24	C2E01_04_25	C2E01_05_01	C2E01_05_02	C2E01_05_03	C2E01_05_04	C2E01_05_05	C2E01_05_06	C2E01_05_07	C2E01_05_08	C2E01_05_09	C2E01_05_10	C2E01_05_11	C2E01_05_12	C2E01_06_01	C2E01_06_02	C2E02_01_01	C2E02_01_02	C2E02_01_03	C2E02_01_04	C2E02_01_05	C2E02_01_06	C2E02_01_07	C2E02_01_08	C2E02_01_09	C2E02_01_10	C2E02_01_11	C2E02_01_12	C2E02_01_13	C2E02_02_01	C2E02_02_02	C2E02_02_03	C2E02_02_04	C2E02_02_05	C2E02_02_06	C2E02_02_07	C2E02_02_08	C2E02_03_01	C2E02_03_02	C2E02_03_03	C2E02_03_04	C2E02_03_05	C2E02_03_06	C2E02_03_07	C2E02_03_08	C2E02_03_09	C2E02_03_10	C2E02_03_11	C2E02_03_12	C2E02_03_13	C2E02_03_14	C2E02_03_15	C2E02_03_16	C2E02_04_01	C2E02_04_02	C2E02_04_03	C2E02_04_04	C2E02_04_05	C2E02_04_06	C2E02_04_07	C2E02_04_08	C2E02_04_09	C2E02_04_10	C2E02_04_11	C2E02_04_12	C2E02_05_01	C2E02_05_02	C2E02_05_03	C2E02_05_04	C2E02_05_05	C2E02_05_06	C2E02_05_07	C2E02_05_08
1	1	3	300	1	1	1	1			1954		3	1		2	2		1	3	1	1	2	45.0	30.0	15.0	48.0	27.0	15.0	2	3	3	3	2	3	2	2	2																			1	2	3	4	8.0	2.0	2.0	0.0	2	10.0	1.0	1.0	0.0	0	-8.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0															20	60	20	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	4	3	2															2	1	4	3	1	1	2007	1	2007	4	5	2							3		2											4			3	5	1	1	2	3	6	9	4	3	11	3	3			2		2		1	3		3		3		3		3		3		4																													-8	7.0	8.0	7.0	1	30.0	1	1972	1	1999	3		3		3	5	1	-9	1	-9	3		1	-9	3		3		200	0	200	200	0	0	0	600.0	600	0.0	0.0	0	0	0	2						1	1	1	2	2	1	1	2	2	1	1	1		2	20	30	45	2	2	2	1000	3	3	3	2	140	140	2			2			2			2	2							0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	3									4	1	1	46	1	2																1	1	1	20	60	20	2		3	2				2				2				2				1	6	10.0	6	1	2	5	2	2				5	6	-8	-8	-8	-8	-8	-8	-8					1	0						1	0						1	1						1	0		-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	4	1	1	1	0	2				2				2				2				2				1	2	1	1	2		2		2		2		1	3	2		1	1	2		2		9	15	1	1	5.0	0.0	5142	20.00	0.0	20.00										0.0	5.0	5.0	40.0	50.0	-8	-8	-8	3	2	1	3	2	3	3	3	4	4	4	3	2	1	3	1	3	1	3	1	3	1	2	1	2	1	2	1	2	2	3	3	3	3	0	0	0	0	0	1	0	0		-8	3	4	3	4	-8	-8	-8	4	4	4	3	3	4	4	4	3	3	2	3	4	3	3	2	2	2	1	1	1	1	2		2				1	1	1	0	0	2	2	8	8	8	91	81	10	0	0	0	0	0	6	4	2	0	8	8	0	0	27	19	8	0	50	50	0	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	0	0	0	0	91	2	42	35	12	91	24	29	38	0	0	0	0	0	0	0	0	0	8	0	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	7	2	7	6	4	5	9	1	0	0	0	0	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10
2	1	1	155	3	1	1	1			1971		1	9	15	2	2		3	3	1	2	2	40.1	34.9	25.0	47.1	30.1	22.8	1	3	2	2	3	2	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	3	5	3	3.0	1.0	1.0	1.0	1	3.0	1.0	0.0	0.0	0	-8.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0															30	60	10	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	3	2	1	2002	3	1	1	1	1	1	1	1	1	1	0	0	0	2	1	4	3	1	1	2005	1	2005	5	6	2							3		2											2	535	100.0	4	10	1	9	8	7	5	3	4	9	11	4	2		2004	2		2		1	3		1	1990	1	2007	1	1990	1	2007	1	2006	2	4	3	1	0	0	1	0	0	1	0	0	0	5	5.0	20.0	60.0	10.0	5.0	1	4	1	0	1	0	0	0	0	1	1	8.0	6.0	8.0	1	10.0	1	1971	1	2000	1	1971	3		1	1	2	1999	3		1	2006	3		3		3		610	600	10	0	0	10	0	600.0	600	0.0	0.0	0	0	0	2																		1		23	34	42	1	1	2	1457	2	2	2	2	100	100	2			2			2			1	1	0	1	0	0	0	8	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	52	0	38	0	3									3	1	1	12	1	2																3	3	1	30	60	10	2		3	1	503	56	402	1	76	22.0	57	1	311	44.0	311	2				2				1	8	11	8	2				2	3	1	1	1			1		1	1	1			1		1	1	1			1		1	1	1			1		1	1	1			1		-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	4	1	1	1	0	2				2				2				1	1	0	0	2				2		2		1	3	2		1	3	2		1	4	2		2		1	3	1	4	7	5	14	1	77.0	54.0	15823	177.00	0.0	177.00	1	5	30	1	3	18	2			10.0	30.0	12.0	28.0	20.0	-8	-8	-8	2	2	1	3	2	2	2	4	3	4	4	3	4	4	2	2	2	1	3	1	3	2	2	1	2	1	2	1	2	2	4	3	3	3	0	1	1	0	0	1	0	0		3	3	3	3	3	-8	-8	-8	3	3	3	2	2	4	3	3	3	3	2	3	4	4	2	4	3	1	1	1	1	1	2		2		2		1	0	0	2	160	1	1	2	2	2	279	225	37	17	14	11	3	0	128	121	1	6	31	26	2	3	34	33	1	0	40	33	6	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	32	1	24	7	262	73	106	72	11	262	67	41	129	24	1	0	0	0	13	1	7	4	13	4	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	77	50	25	27	5	7	3	3	0	1	0	0	51	20	33	23	10	31	22	9	2	1	1	15	13	18	10	18	630	90	15	15	15	8	9	15	14	1	0	1	13	1	0	8	8	0	7	1	0	0	0	13	0	0	0	0	1	1	0	0	0	0	0	82	15	18	26	2	15	49	9
5	2	11	660	3	1	2	1			1990		21			2	2		1	4	1	2	2	49.8	34.3	16.9	85.8	11.1	10.6	3	3	4	-8	3	4	2	3	2	-8	-8	-8	-8	-8	-8							-8	-8	-8	-8	-8	-8	1	3	5	7	2.0	3.0	1.0	3.0	6	3.0	3.3	1.2	1.5	1	6.0	1.0	0.0	0.0	1.0	0.0	2.0	6.3	2.2	2.5	0.0	0.0	0.0	0.0	0.0	0.0															10	80	10	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	3	3	1	2005	3	1	1	1	1	1	0	0	0	1	1	0	0	4	2	6	3	1	1	2004	1	2002	2	10	2							1	2004	1	-9	1	1	1	1	1	1	1	1	1	3	663	44.0	9	4	1	4	2	6	7	9	4	7	3	4	1	0	2000	2		2		1	1	2004	1	2004	1	2004	1	2004	1	2004	3		2	1	3											5	5.0	25.0	50.0	15.0	5.0	2		1	1	0	0	0	0	0		2	8.0	8.0	-8.0	-8	0.0	2	1990	2	1990	1	-9	3				1	2004	3		3		3		1	2005	-8	-8	545	300	245	245	0	0	0	-8.0	-8	-8.0	-8.0	-8	-8	-8	1	2	1	2	2	2	1	2	1	1	2	1									42	65	90	4	3	2	1800	4	4	4	2	200	200	1	2005	3	1	2005	3	1	2007	3	2	2							1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2			-8	-8	3									4	1	2	540	2	2																2	3	1	30	60	10	2		2	1	672	165	644	1	291	102.0	291	1	2797	156.0	2697	2				1	2	10.0	2	1	1	86	1	2				2	1	-8	-8	-8	-8	-8	-8	-8	1	0	1		0	0		-8	-8	-8	-8	-8	-8	-8	1	1	1		1	0		-8	-8	-8	-8	-8	-8	-8	1	1	1		1	0		1	1	1		0	1		-8	-8	-8	-8	-8	-8	-8	2	1	1	1	1	2				1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	4	2		1	3	1	2	1	4	1	2	1	3	1	3	2		2		2		1	15	14	1	466.0	140.0	1202407	692.00	0.0	692.00	1	90	0	-8	-8	-8	2			-8.0	20.0	-8.0	10.0	-8.0	30	40	-8	3	4	3	4	3	1	1	1	1	4	4	1	1	4	1	1	2	1	2	-8	-8	1	1	1	1	-8	-8	-8	-8	2	4	4	4	4	1	0	1	0	0	0	0	0		-8	3	-8	3	-8	3	3	-8	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	2	1	1	1	1	2		1	1			1	0	1	976	14640	1	1	8	1	8	886	448	289	149	-8	-8	-8	-8	662	315	198	149	-8	-8	-8	-8	151	89	62	0	-8	-8	-8	-8	21	12	9	0	49	29	20	0	-8	-8	-8	-8	3	3	0	0	737	167	396	157	17	737	269	50	355	40	23	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	0	0	21	0	0	0	0	49	0	0	-8	-8	-8	-8	-8	120	130	112	54	24	8	100	83	72	34	0	0	447	-8	88	50	38	30	30	0	58	20	38	86	48	2	2	50	2500	50	50	30	-8	-8	-8	50	30	20	0	0	50	0	0	-8	-8	-8	-8	-8	-8	-8	-8	30	0	0	0	0	0	20	0	0	0	0	0	10	0	10	-8	-8	-8	0	8
6	3	13	722	3	1	2	1			1995		33	31	34	2	2		1	4	2			59.5	40.5	0.0	54.0	46.0	0.0	3	2	3	3	3	-8	2	1	2																			1	3	5	8	4.5	4.0	2.0	2.0	2	11.5	1.0	0.0	1.0	0	-8.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0															10	70	20	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	4	4	1	2004	2	1	1	1	1	1	1	1	1	1	1	0	0	1	4	6	4	1	1	2003	1	2004	4	5	2							2	2003	1	2003	1	1	1	0	0	0	1	1	0	3	15000	60.0	1	3	4	9	7	11	1	5	3	7	9	5	2		1997	2		1	5	1	1	2000	1	2000	1	2000	1	2003	1	2000	1	2000	2	4	3	1	0	1	1	0	1	1	0	1	0	4	0.0	3.0	36.0	60.0	1.0	1	4	1	0	0	0	1	0	1	0	1	8.0	6.0	8.0	-8	1.0	3		1	2003	1	2003	1	2003	1	1	1	2003	1	2003	1	2003	1	2003	1	2003	-8	-8	400	200	200	100	35	35	30	-8.0	-8	-8.0	-8.0	-8	-8	-8	1	2	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	32	50	70	4	4	4	3700	4	4	4	2	250	300	2			1	2002	3	1	2000	4	2	2							1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	2			-8	-8	2								2004	5	1	4																				1	1	30	50	20	1	30	1	1	600	78	400	1	100	30.0	100	1	1560	187.0	520	1	440	48.0	440	2				1	30	100	30	2				1	2	1	1	1	1		1		1	1	1	1		1		-8	-8	-8	-8	-8	-8	-8	1	1	1	1		1		-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	1	1	1	1		1		1	1	1	1	1	2				1	1	1	0	2				1	1	0	0	1	1	1	1	1	4	2		2		2		1	4	2		2		1	3	2		1	3	1	3	7	1	14	1	167.0	0.0	11223	1000.00	0.0	1000.00	1	90	200	-8	-8	-8	2			40.0	40.0	-8.0	10.0	-8.0	-8	-8	10	3	3	4	3	3	3	2	2	1	2	2	2	2	3	2	3	2	3	2	-8	-8	3	2	3	2	-8	-8	-8	-8	3	4	3	3	3	0	1	0	0	0	0	0	0		3	3	-8	3	-8	-8	-8	4	4	4	3	4	5	4	5	5	3	3	3	3	4	3	3	3	3	1	1	1	2		1	1	1	1	1	1	1	0	1	150	1000	1	1	1	1	2	604	486	118	0	118	107	11	0	381	296	85	0	-8	-8	-8	-8	85	65	20	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	20	18	2	0	0	0	0	0	604	90	399	109	6	604	35	49	445	72	3	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	0	0	11	6	3	109	201	135	0	37	4	60	42	14	0	2	0	65	-8	85	85	0	60	60	0	25	25	0	55	55	30	30	90	3000	100	85	60	-8	-8	-8	85	60	25	0	0	75	10	0	-8	-8	-8	-8	-8	-8	-8	-8	32	17	7	3	1	0	23	2	0	0	0	0	45	5	3	-8	-8	-8	37	8
