W6_id1	W6_id2	W6_id3	W6_id4	W6_ind1	W6_team	W6_posit	W601_01	W601_02	W602_01	W602_02	W603_01	W603_02	W604	W605_01	W605_02	W606_01	W606_02	W606_03	W606_04	W606_05	W606_06	W606_07	W606_08	W607	W608_01	W608_02	W608_03	W608_04	W608_05	W608_06	W608_07	W608_08	W608_09	W608_10	W608_11	W608_12	W608_13	W608_14	W608_15	W609_01	W609_02	W609_03	W609_04	W609_05	W609_06	W609_07	W609_08	W610_01	W610_02	W610_03	W610_04	W610_05	W610_06	W610_07	W610_08	W610_09	W610_10	W610_11	W610_12	W610_13	W610_14	W611	W612_01	W612_02	W612_03	W612_04	W612_05	W612_06	W613_01	W613_02	W613_03	W613_04	W613_05	W613_06	W613_07	W613_08	W613_09	W613_10	W613_11	W613_12	W613_13	W613_14	W613_15	W613_16	W613_17	W613_18	W613_19	W613_20	W613_21	W613_22	W613_23	W613_24	W614_01	W614_02	W614_03	W614_04	W614_05	W614_06	W614_07	W614_08	W615	W616	W617_01	W617_02	W618	W619_01	W619_02	W619_03	W619_04	W619_05	W619_06	W619_07	W620	W621	W622	W623_01	W623_02	W623_03	W623_04	W623_05	W623_06	W624_01	W624_02	W624_03	W624_04	W624_05	W624_06	W624_07	W624_08	W625_01	W625_02	W625_03	W625_04	W626_01	W626_02	W626_03	W626_04	W626_05	W626_06	W627_01	W627_02	W627_03	W627_04	W627_05	W627_06	W627_07	W627_08	W627_09	W627_10	W627_11	W627_12	W628_01	W628_02	W628_03	W628_04	W629_01	W629_02	W629_03	W629_04	W629_05	W629_06	W629_07	W630_01	W630_02	W630_03	W630_04	W631_01	W631_02	W631_03	W631_04	W631_05	W631_06	W632	W633	W634	W635_01	W635_02	W636_01	W636_02	W6_sex	W6_birthy	W6_birthm	W6_marr	W6_edu	W6_affil
645	3	801	0	2	4	1	1999	4	2015	1	1	6	903	1999	4	3	4	3	4	4	4	4	4	4	3	3	4	4	4	3	3	3	3		4	4	4	4	3		4		4		4	3		1	3	2		1	3	2		1	3	2		2		3	4	3	3	3	3	3	2	3	2		2		1	3	2		2		2		2		2		2		2		2		2		2		2		2		3				1	3	1050	40	2000	4	3	2	2	3	3	4	4	4	4	4	4									5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	3	4	4	2	4	5	4	2	3	4											1		2	40	5	10000		1	72	5	2	6	1
645	3	801	1	2	4	3	2005	1	2014	1	1	4	9901	2015	6	4	4	4	3	4	4	4	4																									1	3	2		1	3	2		2		1	3	2		3	4	4	4	5	5	4	4	4	2		2		1	3	2		2		2		2		2		2		2		2		2		2		2		2		1				1	3	1050	40	2005	4	3	4	2	3	1															4	4	5	5	4	3	4	4	4	4	4	4	3	3	3	3	5	5	5	4	4	5	3	3	4	3	4	4	3	3	2	4	3											1	2	1	40	10	-9		1	77	8	2	6	2
645	3	801	2	2	4	3	1987	12	2010	2	1	6	9901	1987	12	4	2	4	3	2	4	3	3																									1	2	2		1	3	2		2		2		2		3	4	4	2	4	4	4	3	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	3	1															4	4	4	4	3	3	3	3	3	2	3	2	3	3	3	3	5	4	3	5	3	5	4	3	4	4	2	4	3	3	3	2	3											1	2	2	40	5	8000		1	62	10	2	6	2
645	3	801	3	2	4	3	2011	6	2011	6	3	3	9901	2011	12	5	5	5	5	5	5	5	5																									1	3	2		1	2	2		2		2		1	3	5	5	5	5	5	5	5	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	3	1050	40	2005	4	3	2	1	3	1															5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5											1	2	1	40	10	5000		1	81	9	2	6	2
645	3	801	4	2	4	3	2006	1	2012	1	3	5	9901	2006	1	3	4	4	3	4	5	5	4																									1	3	1	3	1	3	2		1	2	2		2		7	3	3	3	4	4	3	2	2	2		2		1	3	2		1	3	1	2	1	2	2		2		2		2		2		2		2		2		3				1	3	1070	40	2011	4	2	4	2	3	3															4	3	4	3	4	4	5	3	3	3	3	3	4	3	3	4	3	3	4	3	3	4	5	3	3	3	2	4	3	3	2	2	2											1	2	1	40	10	8000		1	73	5	2	6	1
645	3	801	5	2	4	3	2011	12	2015	1	2	3	9901	2012	3	4	4	4	4	4	5	4	4																									1	3	1	3	1	2	2		1	3	2		2		5	4	4	3	5	4	4	3	3	2		2		1	2	2		1	3	1	3	1	3	2		2		2		2		2		2		2		2		3				1	88	2030	90	2013	7	2	4	2	3	3															4	4	4	4	4	4	4	4	4	3	4	3	4	4	4	3	3	4	3	4	4	4	5	3	4	4	2	4	4	4	2	2	2											1	2	1	40	15	7000		1	83	11	2	6	3
645	3	801	6	2	4	3	2009	12	2013	12	2	3	9901	2010	7	4	4	4	4	4	4	4	4																									1	3	1	3	1	3	2		1	3	2		2		8	4	4	4	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		4				1	3	1050	40	2009	4	2	2	1	1	3															4	4	4	4	4	4	4	4	4	4	4	4	3	4	5	4	3	4	5	4	3	4	4	5	4	4	4	4	4	4	2	3	3											1	2	1	40	10	-9		1	83	1	2	6	3
645	3	801	7	2	4	3	2007	1	2014	1	2	3	9901	2007	1	3	3	4	4	3	4	3	3																									1	4	2		1	3	2		2		2		2		2	4	4	4	4	3	2	2	4	2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		1				1	3	99010	40	2008	4	4	4	2	3	1															3	4	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	3	3	2	3	3	2	4											1	2	1	40	10	10000		1	79	8	2	6	2
645	3	801	8	2	4	3	1989	7	2011	1	1	6	9901	2002	1	4	4	3	3	3	3	3	3																									1	2	2		2		2		2		2		2		3	3	3	3	4	4	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		4				1	3	1050	40	1999	4	2	2	2	1	1															4	4	3	3	3	3	3	4	3	3	4	3	3	4	4	3	4	4	4	4	3	4	3	3	4	3	2	4	3	4	3	3	3											1	2	2	40	2	8500		1	65	9	3	6	1
651	0	101	0	1	1	1	2008	10	2010	3	5	6	101	2008	10	4	4	4	4	4	5	4	4	3	4	4	4	4	4	5	3	4	4	4	5	4	4	4	4	5	4	5	4	4				1	3	1	3	2		2		2		2		1	3	4	4	4	4	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								2	3	2	4	4	4	4	4	4									4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	3	4	4	4	4	4	4	4	3	4	4	4	3	3	3											1		2	40	10	5500		1	68	11	2	7	3
651	0	101	1	1	1	3	2008	9	2012	3	1	2	103	2008	9	4	4	4	3	4	4	4	5																									1	2	1	2	1	2	2		2		2		2		11	4	4	3	4	4	4	2	2	2		2		2		2		1	2	2		2		2		2		2		2		2		2		2		2		1				2								2	1	1															4	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	3	3	3	3	3	3	3											1	2	2	40	0	2800		2	88	10	1	5	1
651	0	201	0	1	1	1	2013	3	2013	3	7	7	202	2013	3	4	5	4	3	4	4	4	4	3	3	4	3	4	3	3	3	3	4	4	3	4	3	3	4	3	4	4	5	4				1	3	1	3	1	2	2		2		2		2		3	4	4	4	4	4	4	2	2	2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		2		1				2								2	2	1	4	5	4	5	4	5									4	4	4	4	4	4	4	4	4	4	5	4	4	3	4	4	4	4	3	3	4	4	4	4	3	4	2	4	3	4	2	3	4											1		2	40	10	-9		1	60	4	2	7	3
651	0	201	1	1	1	3	2012	9	2014	3	3	4	202	2012	9	4	4	4	4	3	3	3	3																									2		1	3	2		2		2		2		2		2	4	5	4	5	4	4	3	4	2		2		2		2		1	4	2		2		2		2		2		2		2		2		2		2		3				2								2	3	3															4	4	4	4	4	3	4	3	4	3	4	4	3	4	4	4	5	3	3	5	4	3	4	3	5	4	3	4	4	5	3	1	3											1	2	2	40	2	4000		1	79	5	2	7	3
651	0	201	2	1	1	3	2009	6	2014	3	1	3	202	2009	6	4	4	4	4	4	4	4	4																									2		1	4	2		2		2		2		2		2	4	4	4	4	4	4	4	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								1	3	1															4	4	4	4	4	3	4	4	3	4	4	3	4	4	4	4	4	3	4	4	4	4	4	3	4	4	4	4	3	4	3	3	3											1	2	2	40	0	3000		1	81	7	2	6	3
651	0	202	0	1	1	1	2006	4	2011	3	3	5	9901	2011	6	4	4	4	4	4	4	4	4	3	4	4	4	5	3	3	4	3	5	4	4	3	4	5	4	3	4	4	4	4				1	2	2		1	4	1	3	2		2		2		2	4	4	3	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	20	6040	13	1999	2	3	4	2	3	1	5	5	4	5	5	5									4	5	5	4	4	4	3	4	4	5	3	3	4	4	4	4	5	4	4	4	4	4	5	4	5	5	1	5	5	5	1	1	4											1		2	40	20	5000		1	75	2	2	6	3
651	0	202	1	1	1	3	2015	6	2015	6	3	3	202	2015	6	5	5	5	5	5	5	5	5																									1	4	2		1	4	2		2		2		2		8	5	5	4	4	4	4	4	3	2		2		1	3	2		1	3	2		2		2		2		1	3	2		2		2		2		2		4				2								2	4	1															4	4	4	4	4	4	3	4	4	5	3	3	3	4	4	4	4	3	3	4	4	4	5	4	5	5	2	4	4	4	1	1	1											1	2	2	40	12		253	1	84	1	1	5	3
651	0	321	0	1	1	1	2015	3	2015	3	3	3	302	2015	3	4	5	5	4	4	5	5	3	3	3	4	4	4	4	3	3	3	4	4	3	3	3	4	4	3	3	3	4	4				1	4	2		2		2		2		2		2		2	3	3	3	4	4	4	4	4	2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		2		2		1				2								3	4	1	3	3	3	4	3	4									4	5	5	5	4	3	5	4	4	5	4	4	3	5	4	4	4	4	3	3	3	5	5	3	5	5	1	5	4	5	1	1	1											1		2	40	0		-9	1	81	6	2	6	3
651	0	321	1	1	1	3	2014	9	2014	9	1	1	302	2014	9	4	4	4	4	4	4	4	4																									1	2	2		1	2	2		2		2		2		2	4	4	4	4	4	4	3	3	2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		2		2		1				2								2	3	4															4	4	4	4	4	2	3	3	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	4	1	2	4											1	2	2	40	3		130	2	96	5	1	4	
651	0	331	0	1	1	1	2011	2	2015	1	3	5	303	2011	2	4	4	4	3	4	3	4	4	3	4	3	4	4	4	4	4	4	4	4	4	3	3	3	4	4	4	4	4	4				2		2		2		2		2		1	1	1	2	3	4	4	3	4	4	4	3	3	2		2		1	3	2		1	3	2		2		2		2		1	3	2		2		2		2		2		3				2								2	2	1	4	4	4	4	4	4									4	4	4	4	4	4	4	4	4	4	5	5	5	4	4	4	5	3	2	3	4	3	5	5	5	4	2	4	3	4	1	2	3											1		2	40	6	4800		1	77	11	2	5	1
651	0	331	1	1	1	3	2009	10	2012	3	1	3	303	2009	10	3	3	3	3	3	3	4	4																									2		1	3	1	3	2		2		2		2		3	3	3	3	4	4	3	3	3	2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		2		2		3				1	2	2042	30	2008	3	2	4	2	2	2															2	3	3	3	3	2	2	2	2	3	3	2	3	3	2	2	3	3	3	2	3	3	4	1	4	3	3	3	2	3	3	3	3											1	2	2	40	8	3800		1	82	6	2	6	1
651	0	331	2	1	1	3	2015	6	2015	6	1	1	303	2015	6	4	4	4	3	4	4	4	4																									1	4	2		1	4	2		2		2		2		2	3	3	3	3	3	3	2	2	2		2		1	2	2		2		2		2		2		2		2		2		2		2		2		2		3				1	2	2042	30	2014	3	3	4	3	2	4															3	4	3	2	3	3	5	4	4	4	4	4	2	4	3	3	5	4	4	3	4	4	5	4	4	4	2	4	3	4	2	3	4											1	2	2	40	5		200	1	90	7	1	6	2
651	0	331	3	1	1	3	2012	2	2012	2	1	1	303	2012	2	4	4	4	4	4	4	4	4																									2		1	3	1	3	2		2		2		2		2	4	4	3	5	4	4	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	2	2102	40	2007	4	3	4	2	1	3															4	4	4	4	3	3	4	4	4	4	3	2	3	4	3	3	4	3	3	3	4	4	5	4	5	4	3	3	3	3	3	3	5											1	2	2	40	8	2411		2	87	8	2	5	1
651	0	331	4	1	1	3	2011	9	2011	9	1	1	303	2011	9	4	4	4	4	3	3	3	3																									1	2	1	2	1	2	2		2		2		2		2	4	4	3	4	4	4	1	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	2	2051	30	2014	3	3	4	2	1	2															3	4	3	3	4	3	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3											1	2	2	40	2	2000		2	93	3	1	4	
651	0	351	0	1	1	1	1996	12	2015	3	1	6	308	1996	12	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4				1	3	2		2		2		2		2		2		2	3	3	3	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	2	3	5	5	5	5	3	5									4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	3	4	2	2	2											1		2	40	5	5000		1	73	8	2	6	2
651	0	351	1	1	1	3	2015	5	2015	5	1	1	308	2015	5	4	4	4	4	3	2	3	4																									2		2		2		2		2		2		2		2	2	2	4	5	3	4	2	2	2		2		1	2	2		1	2	2		2		2		2		2		2		2		2		2		2		3				2								2	3	2															1	2	4	3	3	2	2	1	1	3	2	2	3	4	4	3	3	2	3	4	4	3	3	3	3	3	3	4	4	3	3	5	5											1	2	2	40	30		207	2	88	4	1	6	1
651	0	351	2	1	1	3	2015	9	2015	9	1	1	308	2015	10	4	4	4	4	4	4	4	4																									2		2		2		2		2		2		2		1	4	4	4	4	4	4	4	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	1	4															3	4	3	3	3	3	5	5	4	5	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3											1	1	2	40	0		130	2	97	4	1	4	
651	0	401	0	1	1	1	2000	2	2012	3	1	4	403	2000	2	4	4	4	3	5	5	4	4	2	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4				2		1	4	2		2		2		1	4	2		4	4	4	3	3	3	3	2	2	2		2		1	2	2		1	3	2		2		2		2		1	2	2		2		2		2		2		4				1	20	2030	14	1999	2	2	4	2	2	4	4	4	4	4	4	4									4	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	4	2	3	4	4	4	3	4	3	4	4	2	2	3	4	3											1		2	40	7	3900		1	75	8	2	5	3
651	0	402	0	1	1	1	2006	4	2014	3	1	3	401	2014	4	4	4	4	4	4	3	4	4	2	3	3	3	3	3	3	3	4	4	4	4	3	3	4	4	3	3	3	3	3				2		2		1	2	2		2		2		2		1	4	4	3	3	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	1	4	4	3	3	3	3	3									1	2	2	1	2	1	1	1	1	2	3	2	4	1	3	2	4	3	3	3	3	3	3	1	4	3	3	3	3	3	3	3	3											1		2	40	7	2800		2	84	10	2	5	3
651	0	403	0	1	1	1	1992	9	2010	3	1	6	402	1992	9	3	3	3	3	3	3	3	3	2	3	3	4	4	4	3	3	3	4	4	4	3	3	4	4	3	3	3	3	3				1	3	2		2		2		2		2		2		2	3	2	2	3	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	20	1050	11	2008	2	3	4	2	2	3	5	4	5	5	3	4									3	3	3	3	3	3	4	4	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	3	2	2											1		2	40	5	5000		1	68	2	2	6	3
651	0	403	1	1	1	3	2015	8	2015	8	1	1	402	2015	8	4	4	4	4	4	4	4	4																									1	3	2		2		2		2		2		1	3	2	4	4	4	4	4	4	3	3	2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		2		2		3				2								2	2	2															4	4	4	4	4	4	5	4	4	4	5	4	4	5	4	4	4	5	4	4	4	5	5	5	5	4	2	4	3	4	2	2	3											1	1	2	40	20		144	1	87	4	1	6	3
651	0	403	2	1	1	3	2013	7	2013	7	1	1	402	2013	7	3	3	4	4	3	2	3	3																									1	2	1	2	2		2		1	2	2		2		10	3	3	2	2	2	2	2	2	2		2		1	4	2		1	2	2		2		2		2		2		2		2		2		2		2		1				2								2	2	4															3	3	3	3	3	3	3	3	2	3	2	2	3	3	3	3	4	4	4	3	4	4	4	3	4	3	3	3	3	3	3	4	4											1	2	2	40	10	2694		2	90	7	1	6	3
651	0	403	3	1	1	3	2015	9	2015	9	1	1	402	2015	9	4	4	4	4	4	4	4	4																									1	3	2		2		1	3	2		2		2		5	4	4	4	5	5	4	4	4	2		2		1	4	2		1	3	2		2		2		2		2		2		2		2		2		2		3				2								2	2	4															3	3	4	3	4	5	4	5	3	4	4	3	3	5	5	5	5	3	3	3	4	4	5	3	5	4	3	4	4	5	3	3	4											1	1	2	40	10		146	1	87	12	1	6	3
651	0	404	0	1	2	1	2012	5	2012	5	6	6	401	2015	10	4	4	5	4	4	4	5	5	4	4	4	5	4	4	4	4	4	5	4	5	5	3	3	4	4	3	5	4	5				1	3	1	4	1	3	2		2		2		2		2	4	5	2	4	4	4	4	3	2		2		1	4	2		1	4	2		2		2		2		2		2		2		2		2		2		3				2								2	3	1	5	5	4	5	5	5									3	4	5	5	4	2	3	4	3	4	4	3	4	4	4	4	5	4	4	5	4	3	4	4	4	4	1	4	4	4	3	4	5	30	20	30	20	5	2	4	5	5	3	1		2	40	6	5600		1	65	9	2	6	7
651	0	701	0	1	3	2	1992	8	1995	11	1	8				4	4	4	4	4	2	3	3																									2		2		2		2		2		2		2		1	1	1	1	1	1	1	4	3	2		2		1	4	2		1	3	2		2		2		2		1	3	2		2		2		2		2		1	1	1	7	1	20	4010	15	1992	2	3	3	2	2	2							4	4	4	2	4	2	3	1	2	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	4	3	2	2	4	2	4	4	4	5	1	3	2	2	2	4	4											1		2	40	8	4600		1	74	3	1	5	3
651	0	701	1	1	3	4	1996	12	2011	4	1	8				3	3	3	3	3	2	3	3																									2		2		2		2		2		2		2		1	4	3	2	4	4	4	3	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	5	1	19	6020	15	1996	2	2	6	5	2	2															1	1	1	1	2	3	3	3	1	2	5	1	1	2	4	2	5	3	4	4	-9	-9	3	4	3	3	3	3	4	4	3	4	4											1	2	2	40	12	-9		1	78	10	2	3	
651	0	701	2	1	3	4	2014	12	2014	12	1	1				4	4	3	4	4	3	3	4																									1	2	2		2		2		2		2		2		2	4	4	4	4	3	4	3	3	2		2		1	3	2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	3	1	19	1010	15	2014	2	3	4	2	3	1															4	4	3	4	3	4	3	4	3	3	4	4	4	4	4	4	3	3	2	4	4	4	4	2	4	4	4	4	4	4	3	5	4											1	2	2	40	0		130	1	96	8	1	3	
651	0	701	3	1	3	4	2015	9	2015	9	1	1				4	4	3	4	4	4	4	3																									1	3	1	3	2		2		2		2		2		5	3	4	3	4	3	3	3	3	2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		2		1	1	2	2	2								2	4	4															4	4	4	4	3	4	3	4	4	3	4	4	4	4	4	4	4	3	5	3	3	5	2	3	4	3	3	3	3	4	2	3	3											1	1	2	40	18		-9	1	89	10	1	3	
651	0	701	4	1	3	4	2015	9	2015	9	1	1				4	4	3	4	4	3	4	4																									1	3	1	3	2		2		2		2		2		5	4	4	4	4	4	4	3	2	2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		2		2	1	2	2	2								2	2	2															4	4	4	4	3	3	4	4	3	4	3	3	4	4	3	3	5	2	3	4	5	4	4	2	4	4	3	3	3	4	3	3	4											1	1	2	40	18		-9	1	88	12	1	5	3
651	0	701	5	1	3	4	2015	1	2015	1	3	3				4	4	4	4	4	4	4	4																									2		2		2		2		2		2		2		1	2	1	4	3	2	2	1	1	2		2		2		2		1	2	2		2		2		2		2		2		2		2		2		2		1	1	3	3	1	19	6020	15	2000	2	2	4	2	2	1															3	2	3	2	3	3	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	4	3	4	4	3	4	4	4	3											1	2	2	40	20		280	1	82	5	1	5	3
