C5_ID1	C5_IND1	C5_KSIC1	C5_KSIC2	C5_KSIC3	A_1ST	A_2ND	A_3RD	A_4TH	A_CODE	C5_TYPE	C5_PANEL_TYPE	C5_SCALE	C5A_Sex1	C5A_Sex2	C5A_Sex3	C5A01_01	C5A01_01_01	C5A01_02	C5A01_03	C5A01_03_01	C5A01_04	C5A01_05	C5A01_05_01	C5A01_06	C5A01_07	C5A01_07_01	C5A01_07_02	C5A01_07_03	C5A01_08_01	C5A01_08_02	C5A02_01	C5A02_02	C5A02_03	C5A02_04	C5A02_05	C5A02_06	C5A02_07	C5A02_08	C5A02_08_01	C5A02_08_02	C5A02_08_03	C5A02_08_04	C5A02_08_05	C5A02_08_06	C5A02_08_07	C5A02_08_08	C5A02_08_09	C5A02_08_10	C5A02_08_11	C5A02_08_12	C5A02_08_13	C5A02_08_14	C5A02_08_15	C5A02_08_16	C5A02_08_17	C5A02_08_18	C5A02_08_19	C5A02_08_20	C5A02_08_21	C5A02_09	C5A02_09_01	C5A02_09_02	C5A02_09_03	C5A02_09_04	C5A02_09_05	C5A02_09_06	C5A02_09_07	C5A02_09_08	C5A02_09_09	C5A02_09_10	C5A02_09_11	C5A02_09_12	C5A02_09_13	C5A02_09_14	C5A02_09_15	C5A02_09_16	C5A02_09_17	C5A02_09_18	C5A02_09_19	C5A02_09_20	C5B01_01	C5B01_01_01	C5B01_01_02	C5B01_02_01	C5B01_02_02	C5B01_02_03	C5B01_02_05	C5B01_02_06	C5B01_02_07	C5B01_03	C5B01_04	C5B01_05_01	C5B01_05_02	C5B01_05_03	C5B01_05_04	C5B01_05_05	C5B01_05_06	C5B01_05_07	C5B01_05_08	C5B01_06_01	C5B01_06_02	C5B01_06_03	C5B01_06_04	C5B01_06_05	C5B01_06_06	C5B01_06_07	C5B01_06_08	C5B01_07	C5B01_07_01	C5B01_07_02	C5B01_07_03	C5B01_07_04	C5B01_07_05	C5B01_07_07	C5B01_08_01	C5B01_08_02	C5B01_08_03	C5B01_08_04	C5B01_08_05	C5B01_08_06	C5B01_09_01	C5B01_09_02	C5B01_09_03	C5B01_09_04	C5B01_09_05	C5B01_09_06	C5B01_09_07	C5B01_09_08	C5B01_09_09	C5B01_09_10	C5B01_09_11	C5B01_09_12	C5B02_01_01	C5B02_01_02	C5B02_01_03	C5B02_01_04	C5B02_01_05	C5B02_01_06	C5B02_01_07	C5B02_01_08	C5B02_01_09	C5B02_01_10	C5B02_01_11	C5B02_01_12	C5B02_01_13	C5B02_01_14	C5B02_01_15	C5B02_01_16	C5B02_01_17	C5B02_01_18	C5B02_01_19	C5B02_01_20	C5B02_01_21	C5B02_01_22	C5B02_01_23	C5B02_01_24	C5B02_02_01	C5B02_02_02	C5B02_02_03	C5B02_02_04	C5B02_02_05	C5B02_03_01	C5B02_03_02	C5B02_03_03	C5B02_03_04	C5B02_03_05	C5B02_03_06	C5B02_04_01	C5B02_04_02	C5B02_04_03	C5B02_04_04	C5B02_04_05	C5B02_04_06	C5B02_04_07	C5B02_04_08	C5B02_04_09	C5B02_04_10	C5B02_04_11	C5B02_04_12	C5B02_05_01	C5B02_05_02	C5B02_06_01	C5B02_06_02	C5B02_06_03	C5B02_06_04	C5B02_06_05	C5B02_06_06	C5B02_06_07	C5B02_06_08	C5B02_06_09	C5B02_06_10	C5B02_06_11	C5B02_06_12	C5B02_06_13	C5B02_07_01	C5B02_07_02	C5B02_07_03	C5B02_07_04	C5B02_07_05	C5B02_07_06	C5B02_07_07	C5B02_07_08	C5B02_07_09	C5B02_07_10	C5B02_07_11	C5B02_07_12	C5B02_08_01	C5B02_08_02	C5B02_08_03	C5B02_08_04	C5B02_08_05	C5B02_08_06	C5B02_08_07	C5B02_08_08	C5B02_08_09	C5B02_08_10	C5B02_08_11	C5B02_08_12	C5B02_09_01	C5B02_09_02	C5B02_09_03	C5B02_09_04	C5B02_10_01	C5B02_10_02	C5B02_10_03	C5B02_10_04	C5B02_10_05	C5B02_10_06	C5B02_10_07	C5B02_10_08	C5B02_10_09	C5B02_10_10	C5B02_10_11	C5B02_10_12	C5C01_01	C5C01_01_01	C5C01_02	C5C01_02_01	C5C01_03	C5C01_03_01	C5C01_04	C5C01_05	C5C01_05_01	C5C01_05_02	C5C01_05_03	C5C01_05_04	C5C01_05_05	C5C01_05_06	C5C01_06_01	C5C01_06_02	C5C01_06_03	C5C01_06_04	C5C01_06_05	C5C01_06_06	C5C01_06_07	C5C01_06_08	C5C01_06_09	C5C01_06_10	C5C01_06_11	C5C01_06_12	C5C01_06_13	C5C01_06_14	C5C01_06_15	C5C01_06_16	C5C01_06_17	C5C01_06_18	C5C01_06_19	C5C01_06_20	C5C01_06_21	C5C01_07_01	C5C01_07_02	C5C01_07_03	C5C01_07_04	C5C01_07_05	C5C01_07_06	C5C01_07_07	C5C01_07_08	C5C01_08_01	C5C01_08_02	C5C01_08_03	C5C01_08_04	C5C01_08_05	C5C01_08_06	C5C01_08_07	C5C01_09_01	C5C01_09_02	C5C01_09_03	C5C01_09_04	C5C01_09_05	C5C01_09_06	C5C01_09_07	C5C01_09_08	C5C01_09_09	C5C01_09_10	C5C01_09_11	C5C01_09_12	C5C01_09_13	C5C01_09_14	C5C01_09_15	C5C01_09_16	C5C01_09_17	C5C01_09_18	C5C01_10_01	C5C01_10_02	C5C01_10_03	C5C01_10_04	C5C01_10_05	C5C01_10_06	C5C01_10_07	C5C01_10_08	C5C01_10_09	C5C01_10_10	C5C01_10_11	C5C01_10_12	C5C01_10_13	C5C01_10_14	C5C02_01_01	C5C02_01_02	C5C02_01_03	C5C02_01_04	C5C02_01_05	C5C02_01_06	C5C02_01_07	C5C02_01_08	C5C02_02_01	C5C02_02_02	C5C02_02_03	C5C02_02_04	C5C02_02_05	C5C02_02_06	C5C02_02_07	C5C02_02_08	C5C02_02_09	C5C02_03_01	C5C02_03_02	C5C02_03_03	C5C02_03_04	C5C02_03_05	C5C02_04_01	C5C02_04_02	C5C02_04_03	C5C02_04_04	C5C02_04_05	C5C02_04_06	C5C02_04_07	C5C02_04_08	C5C02_04_09	C5C02_04_10	C5C03_01_01	C5C03_01_02	C5C03_01_03	C5C03_01_04	C5C03_01_05	C5C03_01_06	C5C03_01_07	C5C03_01_08	C5C03_01_09	C5C03_01_10	C5C03_01_11	C5C03_01_12	C5C03_01_13	C5C03_01_14	C5C03_01_15	C5C03_01_16	C5C03_01_17	C5C03_01_18	C5C03_01_19	C5C03_01_20	C5C03_01_21	C5C03_01_22	C5C03_02	C5C03_03_01	C5C03_03_02	C5C03_03_03	C5C03_03_04	C5C03_04_01	C5C03_04_02	C5C03_04_03	C5C03_04_04	C5C03_04_05	C5C03_04_06	C5C03_04_07	C5C03_04_08	C5C03_04_09	C5C04_01_01	C5C04_01_02	C5C04_01_03	C5C04_01_04	C5C04_01_05	C5C04_01_06	C5C04_01_07	C5C04_01_08	C5C04_02_01	C5C04_02_02	C5C04_02_03	C5C04_02_04	C5C04_02_05	C5C04_02_06	C5C04_02_07	C5C04_02_08	C5C04_02_09	C5C04_02_10	C5C04_02_11	C5C04_02_12	C5C04_02_13	C5C04_02_14	C5C04_02_15	C5C04_02_16	C5C04_02_17	C5C04_02_18	C5C04_02_19	C5C04_02_20	C5C04_02_21	C5C04_02_22	C5C04_02_23	C5C04_03_01	C5C04_03_02	C5C04_03_03	C5C04_03_05	C5C04_03_06	C5C04_04_01	C5C04_04_02	C5C04_04_03	C5C04_04_04	C5C04_04_05	C5C04_04_06	C5C04_04_07	C5D01_01	C5D01_02	C5D01_03	C5D01_04_01	C5D01_04_02	C5D01_04_03	C5D01_04_04	C5D01_04_05	C5D01_04_06	C5D01_05	C5D01_05_01	C5D01_05_02	C5D01_06	C5D01_06_01	C5D01_07	C5D01_07_01	C5D01_07_02	C5D01_07_03	C5D01_07_04	C5D01_07_05	C5D01_07_06	C5D01_07_07	C5D01_07_08	C5D01_07_09	C5D01_08	C5D01_08_01	C5D01_09	C5D01_09_01	C5D01_09_02	C5D01_09_03	C5D01_09_04	C5D01_10	C5D02_01_01	C5D02_01_02	C5D02_02	C5D02_02_01	C5D02_02_02	C5D02_02_03	C5D02_02_04	C5D02_02_05	C5D02_02_06	C5D02_03_01	C5D02_03_02	C5D02_03_03	C5D02_04	C5D02_04_01	C5D02_05	C5D02_06_01	C5D02_06_02	C5D02_06_03	C5D02_06_04	C5D02_06_06	C5D02_06_07	C5D02_07	C5D02_07_01	C5D02_08	C5D02_08_01	C5D03_01_01	C5D03_01_02	C5D03_01_03	C5D03_01_04	C5D03_01_05	C5D03_01_06	C5D03_01_07	C5D03_01_08	C5D03_01_09	C5D03_01_10	C5D03_01_11	C5D03_01_12	C5D03_01_13	C5D03_01_14	C5D03_02	C5D03_03_01	C5D03_03_02	C5D03_03_03	C5D03_03_04	C5D03_04	C5D03_05	C5D03_06_01	C5D03_06_02	C5D03_06_03	C5D03_06_04	C5D03_06_05	C5D03_06_06	C5D03_06_07	C5D03_06_08	C5D04_01_01	C5D04_01_02	C5D04_01_03	C5D04_01_04	C5D04_02	C5D04_03_01	C5D04_03_02	C5D04_03_03	C5D04_03_04	C5D04_03_05	C5D04_03_06	C5D04_04_01	C5D04_04_02	C5D04_04_03	C5D04_04_04	C5D04_04_05	C5D04_04_06	C5D04_04_07	C5D04_04_08	C5D04_04_09	C5D04_04_10	C5D04_04_11	C5D04_04_12	C5D04_04_13	C5D04_04_14	C5D04_05_01	C5D04_05_02	C5D04_05_03	C5D04_05_04	C5D04_05_05	C5D04_05_06	C5D04_06	C5D04_06_01	C5D04_06_02	C5D04_06_03	C5D04_07_01	C5D04_07_02	C5D04_07_03	C5D04_08_01	C5D04_08_02	C5D04_08_03	C5D04_08_04	C5D04_08_05	C5D04_08_06	C5D05_01	C5D05_02	C5D05_02_01	C5D05_03	C5D05_03_01	C5D05_03_02	C5D05_03_03	C5D05_03_04	C5D05_03_05	C5D05_03_07	C5D05_03_08	C5D05_03_09	C5D05_03_10	C5D05_03_11	C5D05_03_12	C5D05_03_13	C5D05_03_14	C5D05_03_15	C5D05_03_16	C5D05_03_17	C5D05_03_18	C5D05_03_19	C5D05_03_20	C5D05_03_21	C5D05_03_22	C5D05_03_23	C5D05_03_24	C5D05_03_25	C5D05_03_26	C5D05_03_27	C5D05_03_28	C5D05_03_29	C5D05_03_30	C5D05_03_31	C5D05_03_32	C5D05_03_33	C5D05_03_34	C5D05_03_35	C5D05_03_36	C5D05_03_37	C5D05_03_38	C5D05_03_39	C5D05_03_40	C5D05_03_41	C5D05_03_42	C5D05_04	C5D06_01	C5D06_01_01	C5D06_01_02	C5D06_01_03	C5D06_01_04	C5D06_02	C5D06_02_01	C5D06_02_02	C5D06_02_03	C5D06_02_04	C5D06_02_05	C5D06_02_06	C5D06_02_07	C5D06_03_01	C5D06_03_02	C5D06_04_01	C5D06_04_02	C5D06_04_03	C5D06_04_04	C5D06_04_05	C5D06_04_06	C5D06_04_07	C5D06_04_08	C5D06_05_01	C5D06_05_02	C5D06_05_03	C5D06_05_04	C5D06_05_05	C5D06_05_06	C5D06_05_07	C5D06_05_08	C5D06_05_09	C5D06_05_10	C5D06_05_11	C5D06_05_12	C5D06_05_13	C5D06_05_14	C5D07_01	C5D07_02	C5D07_02_01	C5D07_03_01	C5D07_03_02	C5D07_03_03	C5D07_03_04	C5D07_03_05	C5D07_03_06	C5D07_03_07	C5D07_03_08	C5D07_03_09	C5D07_03_10	C5D07_03_11	C5D07_03_12	C5D07_04
1	1	C	20	201	1	1	1	1	51111	1	1	1	1			1954		4	2		5	1		2	2				9	6	3	1	2	2	3	3	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2					2					1	0	1	0	0	2					2	100.0	100.00	2	7	9	3	4	9	4	1	3	1	1	1	1				8	8	8	8	8				2							-8	-8	-8	-8	-8	-8	0	1	0	0	0	0	0	0	0	0	0	0	231	208	23	0	8	5	3	0	20	16	4	0													231	50	71	75	35	231	91	38	90	10	2	43	13	13	14	12	12	19	3	1	0	0	0	30	38	12	12	0	10	10	0	2	2	0	9	9	3	3	10	30	10	10	7	3	14.0	2	2	2	0	14	5	0	0	2	1	0	2	0	0	0	0	0	2		2		8	0	4	2	2	2	0	2	0	0	6.00	2.00	1		1	3	2		3	1	1	1	0	0	0	0	1	920	4.00	1	200	20.00	1	30	1.50	2			2			2			2			2	1	2	2	1				0	0	0	0	0	0	1	1	2	1	2	2		2		2		2		2		2		2		1	2	1	2	1	2	2		2		1	2	2		90.000	2.000	2.000	0.000	13800.000	42.000	0.000	42.000	1	7.0	50.00	1	7.0	50.00	2			4	3	3	3	2	2	2	2	1	3	4	4	2	1	2	3	3	3	3	3	3	3	3	2	3	2	3	2	3	1	3	1	3	1	3	1	3	2	3	3	3	4	1	1	1	0	1	1	1	0		4	4	4	4	4				2	1	1	2	1	1	2	2		2	2		2				2				2	2		0	0	0			2	2	8	8	8	8	8	1	5		3	1	0	2.0	15.0		2	2	3	1	1	1	0	0	1	0	1	0	0	1	0	2		2					1	4	5	2							8.0	10.0	5.0	1	1	0.00	0	0	0	1	6	7	2		1	1	2		1	3	1	3	1	3	1	3	2		3	4	3					3	2	1	1	0	0	0	0	0	0	1	1	2	2	3	2	2	2	2	1	2	600.00	600.00	600.00	600.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.000	53.000	63.000	4	3	2	1770.000	3	3	3	2	-8.0	-8.0	1	1	2		2		1	1	12.0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	2			58.0	2								4	3	0	0	0	0	0	0	0		2		2		2		2		2		2		2		4	1	1	120	100.00	1							1			2
2	1	C	11	112	1	1	1	1	51111	3	1	2	1			1971		4	2		3	3	5	1	2				6		4	2	3	2	2	2	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2																					3	1500.0	70.00	9	1	5	9	4	3	5	1	3	3	1	1	1				1	1	1	1	1				2							1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	315	250	50	15	18	11	7	0	10	10	0	0													300	63	135	87	15	300	80	51	139	28	2	95	24	43	25	26	7	15	10	3	1	1	2	75	21	68	48	20	38	28	10	30	20	10	63	43	5	5	19	120	19	19	15	4	20.0	29	29	28	1	20	8	2	1	0	1	0	7	0	0	0	0	0	2		2		27	5	18	3	1	25	13	9	1	2	26.00	23.00	1		1	3	2		3	4							1	3080	150.00	1	150	60.00	1	308	15.00	2			2			2			2			2	1	2	2	1				0	1	1	1	0	0	1	1	4	2		2		2		2		1	2	1	3	1	2	2		1	3	1	3	1	4	2		1	3	1	3	1	4	143.000	15.000	15.000	0.000	13290.000	291.000	0.000	291.000	1	5.0	50.00	1	3.0	25.00	1	3.0	25.00	3	3	4	3	2	1	2	4	2	4	5	3	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2	3	1	0	1	0	0	0	0	0		2	4	3	4	3				2	2		1	1	1	2	2		2	2		2				2				2	2		0	0	0			8	1	8	8	8	8	8	1	5		3	2	0	3.0	7.0		1	1	3	1	2	2										2		2					1	4	6	2							9.0	7.0	8.0	1	1	0.00	1	0	1	1	6	5	2		2		2		1	2	1	2	1	3	1	3	1	3	2	3	2	0	0	0	1	5	2	1	1	0	0	1	1	1	0	1	1	1	2	2	1	1	1	2	2	2	600.00	600.00	600.00	600.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.000	40.000	50.000	4	4	4	2694.000	3	3	3	2	-8.0	-8.0	2		2		2		1	2		1	0	0	0	1	0	3																																				2	1	2			55.0	2								2		-8	-8	-8	-8	-8	-8	-8		2		2		2		2		2		2		2		5	1	4													4
5	2	K	65	651	1	1	1	1	51111	3	1	4	1			1990		3	2		1	4	3	2	1	1	3	5	6	1	4	4		3	4	2	3	2																						1	1		0	1	0	1		1	1	0	2					2					3	7790.0	56.00	7	9	11	3	4	11	4	2		1		1		1	1			8		8		8	8		2							1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	17908	596	579	16733									31	23	8	0	42	32	10	0					1175	336	497	287	55	1175	239	233	673	30	0	164	111	44	92	164	21	470	81	24	1	1	2	487		355	70	285	101	54	47	254	16	238	340	55	15	15	75	9210	78	70			30.0						42	8	3	0	1	0	14	2	0	0	0	0	2		1	4	78	38	33	4	3						75.00		1		1	1	1	10.00	1	1	2						1	3235	900.00	1	1971	420.00	1	7302	675.00	2			2			1	893	200.00	2				1		1		2	2		0	1	0	1	0	0	0	1	4	2		2		2		2		1	2	2		1	2	1	3	1	4	1	4	1	3	2		2		2		2		625.000	200.000	200.000	0.000	78146.000	2195.000	0.000	2195.000	1	90.0	200.00				2			4	3	3	4	2	1	3	4	3	4	2	2	1	1	2	3	2	1	3	1	3	1	2	1	3	1	3	1	3	1	3	1	3	1	3	1	3	2	2	2	4	4	1	1	0	0	0	0	0	0			3		4		4	4		1	1	1	1	2		2	2		2	2		2				1	1	2		2	2		1	0	0	230	4730.00	3	2	2	2	8	2	2	1	3		18	17	0	2.0	3.0		1	1	3	1	2	1	1	1	0	0	1	0	0	0	0	1	5.00	2					1	3	6	1	0	0	1	0	1	0	9.0	8.0	7.0			0.00	0	0	1	0	2	7	2		2		2		1	4	1	4	1	4	2		1	4	2	4	3	1	0	0	0	5	1	1	1	0	0	0	1	0	0	2	1	2	2	1	1	2	2	1	1		600.00		200.00		400.00		150.00		0.00		0.00		250.00		42.000	56.000	87.000	4	3	3	14776.000	4	4	4	2	120.0	120.0	1	4	1	2	1	4	1	2		2																																										2	1	2			57.0	2								3	4	1	0	0	0	0	0	0		2		2		2		2		2		2		2		5	1	2	1186	97.00	2							2			3
6	3	J	58	582	1	1	1	1	51111	3	1	2	1			1995		4	2		1	2	2	5	2				9	8	4	1	3	3		3	1	2																						2																					3	24000.0	67.00	9	5	8	4	3	7	5	1	-8	2		3				3	-8	1		1				1	1	1	1	0	1	0	10.00	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	600	471	129	0																	500	400	100	0	600	119	345	132	4	600	26	54	480	39	1	88	138	159	67	18	1	51	46	24	7	1	0	118		135	135	0	111	111	0	24	24	0	18	18	117	117	175	5000	175	135			30.0						42	42	17	8	2	0	10	9	4	1	0	0	2		1	1	72	3	52	17	0						72.00		1		1	3	1	50.00	2	1	1	1	0	0	0	0	1	512	134.00	1	47	15.00	1	443	25.00	1	303	23.00	1	-9	-9.00	1	-9	-9.00	1	-9	-9.00	-8	1		2				7	1	0	1	1	1	0	0	1	2	2		2		2		2		1	2	2		1	4	1	3	1	4	1	2	2		2		2		2		2		182.000	72.000	72.000	0.000	43015.000	1064.000	0.000	1064.000	1	90.0	15.00				2			3	3	3	3	3	2	2	2	3	2	4	4	3	4	2	4	3	1	3	1	3	3	3	1	3	1	3	1	3	3	3	1	3	1	3	1	3	2	2	4	2	1	0	0	1	0	0	0	0	0		-8	4		4				4	2	1	1	2	1	1	2	2		2	2		2				2				2	2		1	0	0	20	2000.00	8	8	8	8	8	4	8	1	5		6	2	0	4.0	10.0		1	1	4	1	3	1	1	0	1	0	1	0	1	0	0	1	1.00	2					1	6	7	2							8.0	8.0	5.0			1.00	0	0	1	0	7	2	2		1	1	1	4	1	4	1	4	1	4	1	4	1	2	2	4	2	0	0	0	1	5	1	1	1	1	0	0	1	1	0	2	1	2	2	1	1	1	1	1	2		280.00		80.00		200.00		100.00		33.00		33.00		34.00		38.000	59.000	85.000	2	3	4	1000.000	4	4	4	2	120.0	150.0	2		2		1	4	1	2		2																																										2	1	2			55.0	2								5	2	1	1	0	0	0	0	0	0	2		2		2		2		2		2		2		4	1	4													1
7	2	K	64	641	1	1	1	1	51111	3	1	4	1			2001	1963	2	1	1	1	4	2	1	1	1	4	3	6		3	3		3	3	1	1	1								1	1	1	1	0	1	0								2																					3	100000.0	1.00	9	7		4	2	11	2	1		1		1		1	1			8		8		8	8		1	1	1	0	1	0	5.00	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	21803	10732	5683	5388									400	280	120	0	200	150	50	0					16415	1208	4358	8204	2645	16415	491	383	15184	357	0	237	1414	4155	4324	602	0	238	2904	2174	329	38	0	12415		630	577	53	315	288	27	315	289	26	616	577	14	0	600	6000	600	577			90.0						0	288	0	0	0	0	0	289	0	0	0	0	2		2		100	20	10	68	2						98.00		1		1	3	1	1.00	1	1	1	1	0	1	0	0	1	8727	2900.00	1	6228	2205.00	1	41924	10735.00	1	16175	2518.00	2			2			2				1		2		1	1		1	0	0	1	0	0	0	2		2		2		2		2		2		2		2		2		1	2	1	2	1	3	1	3	2		2		2		1500.000	150.000	75.000	75.000	1555000.000	23527.000	5145.000	18382.000	1	90.0	2000.00				1	30.0	1000.00	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	3	4	4	4	4	0	0	0	0	0	1	0	0			3		3		3	3		2	2		2	2		2	2		2	2		2				2				2	2		1	0	0	1014	19605.00	8	8	8	8	8	8	8	1	1		9	15	1	2.5	3.0	2.0	1	1	3	1	3	1	1	1	0	1	1	0	1	0	1	1	30.00	2					1	3	4	2							9.0	10.0	6.0			5.00	0	0	0	0							2		1	3	2		1	3	1	3	2		2	4	3					5	1	1	1	1	0	0	1	1	0	1	1	1	2	6	2	2	1	2	1		750.00		150.00		600.00		0.00		0.00		600.00		0.00		45.000	70.000	90.000	3	3	3	617321.000	5	5	5	2	150.0	170.0	1	3	1	3	1	3	1	1	10.0	1	1	0	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	2			60.0	2								2	6	0	1	1	1	0	0	0		2		2		2		2		2		2		1	3	5	1	2	15000	90.00	1							1			1
8	1	C	10	105	1	1	1	1	51111	1	1	4	1			1964		1	1	1	2	4	1	1	1	1	5	3	6	7	4	3	4	3	3	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2																					3	6400.0	15.00	9	11	7	4	3	11	4	2	1	1	1	2	1				8	8	8	8	8				1	0	0	0	1	0	20.00	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	2769	1499	407	863	55	40	15	0	90	90	0	0													1906	675	658	368	205	1906	690	388	755	69	4	230	101	203	52	22	9	110	9	18	1	0	0	275	528	212	157	55	148	125	23	64	32	32	212	157	0	0	68	478	68	68	68	0	60.0	89	89	89	0	30	56	0	0	0	0	0	12	0	0	0	0	0	2		2		62	49	8	2	3	92	78	8	0	6	59.00	86.00	1		1	3	1	20.00	3	1	2						1	250	273.00	1	150	200.00	2			2			2			2			2			2	1	2	1	2				0	1	0	1	0	1	0	1	3	2		1	2	1	2	1	3	1	2	2		1	3	1	2	1	3	1	3	1	3	2		1	3	1	3	2		860.000	21.000	21.000	0.000	101270.000	498.000	68.000	430.000	1	20.0	220.00	1	14.0	98.00	-8			3	3	4	4	3	2	2	3	2	3	2	3	2	2	2	3	3	2	2	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	4	0	1	1	0	0	0	0	0		3	3	3	3	3				1	1	1	1	1	1	2	2		2	2		2				2				2	2		0	0	0			1	1	8	8	8	8	8	1	2		3	5	0	3.0	12.0		1	1	3	1	1	1	1	0	1	0	1	0	0	0	0	1	5.00	2					1	4	6	1	1	0	0	0	0	0	6.0	12.0	4.0	1	1	10.00	0	0	1	0	2	6	1	1	1	1	2		1	4	1	3	1	4	1	4	1	4	2	4	3	1	0	0	0	5	1	1	1	0	0	0	0	1	0	1	1	2	2	3	1	2	2	2	2	2	710.00	700.00	700.00	700.00	10.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.000	48.000	73.000	4	4	4	6709.000	3	3	3	2	100.0	100.0	2		2		2		1	2		2																																										2	1	2			55.0	2								2	5	0	1	0	0	0	0	0		2		2		2		2		2		2		1	2	4	1	1	700	70.00	1							3			3
9	3	M	72	721	1	1	1	1	51111	3	1	3	1	1		1960		1	2		2	1		1	2				1	3	1	1	2	2		2	2	1								0	1	0	0	1	0	1								2																					2	150.0	100.00	2	5	6	4	6	3	5	2	1	3		1				3	1	8		8				1	1	1	1	1	1	0	10.00	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1100	937	54	109																	878	806	36	36	991	75	343	291	282	991	52	112	576	229	22	65	73	150	135	24	490	22	16	8	4	1	3	292		175	76	99	96	67	29	79	9	70	11	11	164	65	76	550	76	76			15.0						10	3	3	6	2	43	6	1	1	0	0	1	2		2		145	29	101	15	0						145.00		2	1	1	4	2		3	1	2						1	150	3.00	1	120	95.00	2			2			2			2			2			2	2		1				2	1	0	1	1	0	1	0	2		2		2		2		2		2		2		2		1	2	1	3	1	1	1	1	2		2		2		2		393.000	65.000	60.000	5.000	55979.000	101.000	3.000	98.000	1	30.0	248.00				1	7.0	118.00	2	2	2	2	2	2	3	4	2	4	4	3	3	4	5	3	2	1	3	1	3	1	3	1	3	1	3	1	3	1	2	1	2	1	2	1	2	1	1	2	3	4	0	0	0	0	0	0	1	0		3	3		3				3	1	1	1	1	1	1	2	2		2	2		2				2				1	2		0	0	0			2	1	1	1	8	8	1	1	5		1	2	1	9.0	11.0	17.0	1	1	3	2		2										1	10.00	1	35	22			1	8	6	2							6.0	13.0	3.0			2.00	0	0	0	0							2		1	3	2		1	3	2		1	2	4	2	2	1	0	0	0	5	1	1	1	0	1	0	0	0	0	1	1	2	2	6	2	2	2	2	2		500.00		500.00		0.00		0.00		0.00		0.00		0.00		31.000	43.000	54.000	4	3	2	5982.000	2	2	1	2	-8.0	-8.0	2		2		2		1	2		2																																										2	1	2			60.0	2								6	1	0	1	1	0	0	0	0	0	2		2		2		1	1	2		2		2		2	1	3	132	34.00	1							2			3
