W5_id1	W5_id2	W5_id3	W5_id4	W5_ind1	W5_team	W5_posit	W501_01	W501_02	W502_01	W502_02	W503_01	W503_02	W504	W505_01	W505_02	W506_01	W506_02	W506_03	W506_04	W506_05	W506_06	W506_07	W506_08	W507	W508_01	W508_02	W508_03	W508_04	W508_05	W508_06	W508_07	W508_08	W508_09	W508_10	W508_11	W508_12	W508_13	W508_14	W508_15	W509_01	W509_02	W509_03	W509_04	W509_05	W509_06	W509_07	W509_08	W510_01	W510_02	W510_03	W510_04	W510_05	W510_06	W510_07	W510_08	W510_09	W511_01	W511_02	W511_03	W511_04	W511_05	W511_06	W511_07	W511_08	W511_09	W511_10	W511_11	W511_12	W511_13	W511_14	W511_15	W511_16	W511_17	W511_18	W512_01	W512_02	W513_01	W513_02	W513_03	W513_04	W513_05	W513_06	W513_07	W513_08	W513_09	W513_10	W513_11	W513_12	W513_13	W513_14	W514	W515_01	W515_02	W515_03	W515_04	W515_05	W515_06	W516_01	W516_02	W516_03	W516_04	W516_05	W516_06	W516_07	W516_08	W516_09	W516_10	W516_11	W516_12	W516_13	W516_14	W516_15	W516_16	W516_17	W516_18	W516_19	W516_20	W516_21	W516_22	W516_23	W516_24	W517_01	W517_02	W517_03	W517_04	W517_05	W517_06	W517_07	W517_08	W518	W519	W520_01	W520_02	W521	W522_01	W522_02	W522_03	W522_04	W522_05	W522_06	W522_07	W523	W524	W525	W526_01	W526_02	W526_03	W526_04	W526_05	W526_06	W527_01	W527_02	W527_03	W527_04	W527_05	W527_06	W527_07	W527_08	W528_01	W528_02	W528_03	W529_01	W529_02	W529_03	W529_04	W529_05	W529_06	W530_01	W530_02	W530_03	W530_04	W530_05	W530_06	W530_07	W530_08	W530_09	W530_10	W530_11	W530_12	W531_01	W531_02	W531_03	W531_04	W532_01	W532_02	W532_03	W532_04	W532_05	W532_06	W532_07	W533_01	W533_02	W533_03	W533_04	W534_01	W534_02	W534_03	W534_04	W534_05	W534_06	W535	W536	W537	W538_01	W538_02	W539_01	W539_02	W5_sex	W5_birthy	W5_birthm	W5_marr	W5_edu	W5_affil
1	0	101	0	1	1	1	1995	11	2012	1	1	5	103	1996	6	4	4	3	3	3	3	4	4	2	5	3	5	5	5	2	3	4	4	4	4	3	2	5	3	2	4	4	4	4				2																											2	2	1	3	1	3	2		2		2		2		2		2	2	4	4	4	4	3	3	3	2		2		2		2		2		2		2		2		2		1	2	2		2		2		2		2		3				2								2	2	1	4	4	3	4	4	4									3	3	2	4	4	4	4	2	4	3	2	3	4	4	4	4	4	3	2	3	2	4	3	4	4	2	4	2	4	4	4	4											1		2	40	0	5500		1	69	6	2	6	3
1	0	101	1	1	1	3	2011	12	2011	12	1	1	103	2011	12	2	2	4	4	2	2	5	4																									2																											3	1	1	4	1	4	1	2	2		2		2		2		8	4	4	3	4	4	4	3	4	2		2		2		2		2		2		2		2		2		1	4	2		2		2		2		2		2				2								2	2	2															3	2	3	3	2	4	4	3	4	3	2	2	4	4	3	4	4	4	3	4	3	4	4	4	4	2	4	2	4	2	2	3											1	2	2	40	10	3500		1	83	4	1	7	3
1	0	101	2	1	1	3	2012	7	2012	7	1	1	103	2012	7	4	3	3	4	3	3	3	3																									2																											2	6	1	3	2		1	3	2		2		2		2		6	4	4	3	3	3	3	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		2				2								2	2	3															4	3	3	2	3	3	3	3	3	3	3	3	4	3	4	4	3	3	4	3	4	4	4	3	3	3	3	3	4	4	3	3											1	2	2	40	0	2300		2	86	8	1	6	2
1	0	201	0	1	1	1	2012	9	2012	9	5	5	202	2012	9	4	4	3	3	4	3	4	4	5	3	3	3	3	3	3	5	4	5	4	3	3	3	5	5	3	4	4	4	4				1	401	13	0	1	308	6	0	1	2																		4	1	1	2	2		2		2		2		2		2		2	2	3	3	3	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	3	1	4	4	4	4	4	4									4	4	5	5	5	5	5	4	5	4	4	3	4	5	5	4	3	3	2	4	4	4	4	4	4	2	4	4	4	2	4	4											1		2	40	0		540	1	65	8	2	3	
1	0	201	1	1	1	3	2005	11	2005	11	1	1	202	2005	11	4	4	3	3	3	3	4	4																									1	202	1	7	2					2																		4	1	1	4	1	3	2		2		2		2		2		3	4	2	4	3	4	5	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	2	3															4	4	4	3	4	4	4	3	4	4	4	3	4	4	4	4	3	4	4	3	4	4	4	4	4	2	4	4	4	4	4	4											1	2	2	40	0	3900		2	83	7	2	5	4
1	0	201	2	1	1	3	2008	8	2013	3	3	4	202	2012	4	3	4	4	4	4	3	4	5																									1	306	8	0	2	202	6	0	2	2																		1	1	2		2		2		2		2		2		2		1	2	2	2	2	2	2	2	1	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								4	2	1															3	3	3	3	4	4	4	3	3	3	3	3	4	4	3	4	4	4	3	4	3	4	3	4	4	1	5	5	5	3	4	5											1	2	2	40	0	4500		1	67	7	2	3	
1	0	321	0	1	1	1	1992	8	2011	1	1	5	302	1992	8	3	4	4	3	3	3	4	4	2	5	4	4	5	4	3	4	4	4	4	4	4	4	3	4	4	4	4	4	4				2																											1	1	1	3	1	3	1	3	2		2		2		2		3	3	3	3	4	4	4	4	4	2		2		2		2		1	4	2		2		2		2		2		2		1	3	2		2		2		1				2								3	2	1	5	5	4	5	4	5									4	5	4	3	4	5	5	4	5	4	4	4	5	5	5	5	4	4	4	4	4	4	4	4	4	3	4	3	5	2	3	3											1		2	40	10		580	1	68	7	2	6	2
1	0	321	1	1	1	3	2011	8	2011	8	3	3	308	2011	8	4	4	4	4	4	4	4	4																									2																											4	1	1	2	1	3	1	2	2		2		2		2		3	3	3	3	3	3	3	4	4	2		2		2		2		1	4	2		2		2		2		2		2		1	2	2		2		2		1				2								3	2	2															4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	2	4	2	4	2	4	3											1	2	2	40	10	4000		1	84	2	2	6	2
1	0	321	2	1	1	3	1997	2	1997	2	1	1	303	1997	2	3	3	4	4	3	3	4	4																									2																											3	3	1	3	1	3	1	2	2		2		2		2		3	2	2	2	2	2	2	3	3	2		2		2		2		2		2		2		2		2		2		2		1	2	2		2		2		1				2								3	3	2															4	4	4	3	3	4	4	4	4	4	5	5	5	5	5	5	4	4	4	4	4	5	5	5	5	1	4	2	4	2	2	3											1	2	2	40	5	5200		2	78	7	1	7	1
1	0	321	3	1	1	3	2013	7	2013	7	1	1	306	2013	7	4	3	3	3	4	4	4	4																									1	302	2	7	3					2																		4	5	1	3	2		2		2		2		2		2		3	4	4	3	4	4	4	3	3	2		2		2		2		1	3	1	2	2		2		2		2		2		2		2		2		2		4				2								2	3	2															4	4	3	4	4	4	4	3	3	2	2	2	4	4	4	4	3	4	3	4	3	4	4	4	4	2	3	3	4	4	3	4											1	2	2	40	0		180	2	86	11	1	6	1
1	0	401	0	1	2	1	1999	7	2008	1	1	4	401	2000	7	3	4	4	3	4	4	4	4	3	3	3	4	3	3	2	4	3	4	4	4	3	3	4	3	3	3	3	3	3				2																											4	6	1	2	1	3	1	2	2		2		2		2		6	3	4	3	4	3	4	4	4	2		2		2		2		1	3	1	3	1	3	2		2		2		2		2		2		2		2		3				2								2	3	3	5	5	4	4	4	4									3	3	3	4	4	4	4	3	4	3	3	3	4	4	4	3	4	4	3	4	3	3	4	4	3	2	5	5	4	3	4	4	25	25	30	20	3	3	4	3	4	4	1		2	40	10	5000		1	72	7	2	6	3
1	0	401	1	1	1	3	2007	11	2013	6	1	4	401	2007	11	2	2	2	2	2	2	2	4																									1	401	5	0	1	501	2	0	1	1	1	2001	6	2004	7	1996	5	5	5	0			8	3	3		2	3	2	1	3	2		2		2		2		2		2		3	2	2	2	3	3	3	3	4	2		2		2		2		2		2		1	2	2		2		1	1	2		1	2	2		2		2		3				1	17	6010	15	1994	2	3	3	2	2	3															3	2	1	3	3	2	3	1	3	2	1	3	3	4	4	4	4	2	2	2	2	4	4	4	4	3	4	3	4	5	4	4											1	2	2	40	10	5000		1	73	3	2	6	4
1	0	401	2	1	1	3	2008	1	2008	1	1	1	401	2008	1	3	3	3	3	3	3	3	3																									2																											3	3	1	3	2		1	3	2		2		2		2		5	4	4	4	4	4	4	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	99	99999	96	2003	2	3	3	4	1	2															4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	5	3	4	2	4	3	4	3	3	3											1	2	2	40	10	-9		2	84	6	1	6	3
1	0	402	0	1	2	1	1995	8	2012	4	1	5	403	1995	8	4	4	4	4	3	3	4	4	2	4	3	5	5	5	3	3	4	4	5	4	3	3	4	4	3	4	4	4	4				2																											2	1	2		1	3	1	2	2		2		2		2		3	3	3	3	3	3	3	2	2	2		2		2		2		2		2		2		2		2		1	3	2		1	2	2		2		2		1				2								2	2	1	5	4	4	4	4	4									4	4	4	3	4	4	4	3	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	3	4	2	3	2	20	30	40	10	4	3	4	3	4	3	1		2	40	10	5800		1	70	7	2	6	3
1	0	701	0	1	3	2	1993	3	2009	9	1	6				3	3	3	2	2	2	4	4																									2																											2	2	1	3	1	3	2		2		2		2		2		5	4	4	4	4	4	4	3	3	2		2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		3	1	3	7	2								3	3	1							4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	3	4	4	4	3	4	4	3	4	4	4	2	2	4											1		2	40	1	5000		1	66	9	2	6	3
1	0	701	1	1	3	4	2013	4	2013	4	1	1				3	3	3	3	3	3	3	3																									1	399	1	8	2					1	1	2011	4	2013	3	2009	8	1	1	8			8			8	3	2	1	1	2	2		2		2		2		2		2		2	5	5	3	5	5	5	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	2	3	2								5	1	4															3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	2	3	3	3	3											2	1	2	40	10	2300		2	86	7	1	6	2
1	0	701	2	1	3	4	1995	7	2010	1	1	5				2	2	1	2	2	2	2	2																									1	402	1	6	2					2																		4	2	1	3	2		1	4	2		2		2		2		2	4	3	3	3	3	4	1	2	2		2		2		2		2		2		2		2		2		2		2		1	4	2		2		2		1	1	4	7	1	19	1010	13	2002	2	3	5	3	3	1															3	3	3	4	4	4	4	3	3	3	3	3	4	3	3	3	4	4	3	3	3	4	4	4	4	2	3	3	3	3	4	3											1	2	2	40	0	6000		1	69	12	2	6	3
1	0	701	3	1	3	4	2012	8	2012	8	1	1				4	4	4	4	4	4	4	4																									1	503	2	4	3					2																		2	1	1	4	1	4	1	4	2		2		2		2		3	4	4	3	4	4	4	4	4	2		2		2		2		1	4	2		2		2		2		2		2		1	4	2		2		2		3	1	3	4	1	19	1010	13	2008	2	4	2	2	3	4															4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	2	2	3											1	2	2	40	10		250	1	80	9	1	6	3
1	0	701	4	1	3	4	2011	6	2011	6	3	3				3	3	3	3	3	3	3	3																									1	402	5	0	2					2																		2	1	1	2	2		1	2	2		2		2		2		6	4	4	4	5	5	4	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3	1	3	5	1	19	1010	13	2006	2	3	2	2	2	2															3	3	3	3	4	4	4	3	4	4	3	4	4	4	4	4	4	4	3	5	5	5	5	5	4	2	4	4	4	3	4	4											1	2	2	40	15	4140		1	80	8	2	6	3
1	0	701	5	1	3	4	2012	4	2012	4	1	1				3	3	3	3	4	4	4	4																									1	101	1	0	2					2																		4	5	1	3	1	3	2		2		2		2		2		3	4	4	4	4	4	4	2	3	2		2		2		2		1	2	2		2		2		2		2		2		1	3	2		2		2		1	1	3	4	2								2	3	2															4	4	4	4	4	4	4	3	3	3	3	2	3	4	4	4	3	4	3	4	3	3	3	3	3	3	3	3	3	4	4	4											1	2	2	40	0	4500		1	82	3	1	6	3
1	0	701	6	1	3	4	2011	5	2011	5	1	1				2	2	2	2	2	2	3	3																									1	501	10	0	1					2																		4	5	1	3	1	3	2		2		2		2		2		3	3	3	3	3	3	3	2	2	2		2		2		2		2		2		1	4	2		2		1	2	2		2		2		2		2		3	1	2	5	2								2	2	1															3	3	3	4	4	4	4	4	4	3	3	3	3	3	3	4	4	3	3	4	3	4	4	4	4	3	4	3	3	1	2	4											1	2	2	40	0	4200		1	76	6	2	2	
1	0	702	0	1	3	2	1983	10	2008	6	1	2				5	5	5	5	3	1	4	4																									2																											2	2	1	3	1	4	2		2		2		2		2		2	4	3	3	3	3	4	3	3	2		2		2		2		2		1	4	2		2		2		1	2	2		2		2		2		2		1	5	3	7	1	99	99999	96	1980	2	3	2	3	3	1							3	3	3	3	3	2	2	1	3	3	3	3	3	4	4	3	4	2	2	2	4	4	4	2	4	4	1	2	1	4	5	3	4	1	4	4	3	3	3	4											1		1	40	2	8800		1	60	11	2	3	
1	0	702	1	1	3	4	1990	5	1990	5	1	1				4	4	4	4	4	3	3	2																									2																											5	6	1	3	1	3	2		2		2		2		2		3	2	2	2	2	2	2	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	3	3	7	1	19	1010	15	1983	2	4	2	2	2	1															3	4	2	3	3	3	4	3	3	2	2	2	3	3	3	3	4	3	4	3	3	4	4	4	4	1	4	4	3	5	4	4											1	2	1	40	10	8000		1	66	10	2	3	
1	0	702	2	1	3	4	2011	6	2011	8	1	1				3	4	4	3	2	2	3	3																									2																											1	4	1	3	1	3	2		2		2		2		2		5	4	4	1	4	5	4	2	4	2		2		2		2		1	2	1	2	1	3	2		2		2		2		2		2		2		2		1	1	1	3	2								2	2	1															1	1	1	4	4	1	4	4	1	4	2	2	3	4	4	5	5	4	2	5	4	3	3	4	3	5	4	4	4	1	4	4											1	2	1	40	8	-9		1	77	9	1	6	2
1	0	702	3	1	3	4	1990	8	1990	8	1	1				3	5	3	3	2	3	2	2																									2																											4	1	1	2	2		2		2		2		2		2		3	3	2	3	4	4	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	4	2	5	2								2	1	2															2	3	3	3	3	3	4	2	3	3	3	3	4	4	4	4	4	3	3	4	3	3	4	3	3	2	3	3	3	3	2	4											1	2	1	40	6	7500		1	60	9	1	4	
1	0	702	4	1	3	4	2013	4	2013	7	1	1				4	4	4	4	4	4	4	4																									2																											3	5	1	4	2		2		2		2		2		2		4	5	4	3	5	5	4	4	4	2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		1	1	2	2	2								2	2	4															4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	4	4	3	4	3	4	1	3	4											1	2	1	40	32	2800		1	85	4	1	6	1
1	0	702	5	1	3	4	1996	8	1996	8	1	1				3	3	3	3	3	2	3	2																									1	503	7	0	2					2																		2	4	1	3	2		2		2		2		2		2		3	2	3	3	4	3	3	2	2	2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		1	3	2	5	2								2	2	1															3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	4	3	3	3	4	4	3	4	3	3	3	3	4	3	4											1	2	1	40	4	7200		1	65	1	2	3	
1	0	703	0	1	3	2	1987	5	2000	1	1	2				5	5	5	5	2	3	4	4																									2																											4	5	1	3	1	3	2		2		2		2		2		2	4	3	3	4	5	5	3	3	2		2		2		2		2		1	4	2		2		2		2		2		2		2		2		2		1	5	4	7	2								3	2	1							3	3	3	3	3	2	2	1	3	3	3	4	3	3	4	3	4	3	3	3	4	4	4	4	4	3	3	4	2	4	4	4	4	1	4	1	4	3	3	4											1		1	40	8	8000		1	62	8	2	3	
1	0	703	1	1	3	4	1996	7	1996	7	1	1				2	2	2	2	2	2	3	2																									1	503	1	6	2					2																		5	3	1	2	1	3	1	2	2		2		2		2		7	3	3	3	4	4	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	3	6	2								2	1	1															3	3	3	3	3	3	3	3	3	2	3	3	3	3	4	4	3	4	4	3	3	3	4	3	4	3	3	3	4	3	4	5											1	2	1	40	0	7300		1	74	7	2	3	
1	0	703	2	1	3	4	2000	1	2000	1	1	1				4	2	4	3	3	3	4	4																									2																											4	1	2		2		2		2		2		2		2		1	3	4	1	3	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	2	1	4	2								3	2	2															3	3	3	4	4	4	4	3	4	4	3	3	3	4	4	4	4	3	2	2	2	3	4	4	4	4	4	3	3	3	2	3											1	2	1	40	4	5500		1	76	2	2	2	
1	0	703	3	1	3	4	2003	7	2003	7	1	1				4	2	2	2	3	3	3	3																									1	503	4	8	2					2																		3	1	2		2		2		2		2		2		2		1	3	3	3	3	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	2	1	4	2								2	2	2															3	3	2	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	5	4	4	4	2	2	4	4	4	3	3											1	2	1	40	4	5000		1	76	1	2	3	
1	0	703	4	1	3	4	1991	11	1991	11	1	1				3	3	3	3	4	3	3	3																									1	503	3	0	2					2																		2	6	1	3	1	3	2		2		2		2		2		3	3	3	3	3	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	3	3	7	2								2	2	1															3	4	2	4	3	3	3	3	4	2	2	2	3	3	3	3	3	3	4	3	3	4	4	4	4	1	4	4	3	4	4	4											1	2	1	40	8	7500		1	64	9	2	3	
1	0	703	5	1	3	4	2000	1	2000	1	1	1				1	1	1	1	1	1	2	2																									2																											3	6	1	2	1	2	2		2		2		2		2		6	3	3	3	3	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	4	3	4	2								2	1	1															3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	4	3	3	3	4	3	4	4	4	4	2	3	3	4	3	2	4											1	2	1	40	8	7200		1	71	10	1	5	3
5	0	311	0	2	1	1	1992	1	2011	7	1	6	301	2011	7	5	5	4	5	5	4	4	5	2	4	5	5	5	5	4	4	5	5		5	5	3	3	4		4		5		4	4		2																											3	1	1	4	2		1	4	2		2		2		2		12	4	4	4	4	4	4	4	4	1	3	2		2		1	3	2		1	4	1	4	2		2		2		2		1	3	2		2		2		3				2								3	3	1	5	5	5	5	5	5									5	5	5	5	3	5	5	4	5	5	5	3	5	5	5	4	5	5	4	4	4	5	5	5	5	2	4	4	5	3	1	1											1		2	40	0	11000		1	66	10	2	6	1
5	0	321	0	2	1	1	1994	1	2009	4	2	6	302	2013	5	5	5	5	5	5	4	4	4	5	4	4	5	5	5	4	4	4	4		5	5	4	4	4		4		4		4	4		2																											4	5	1	4	1	3	1	3	2		2		2		2		3	4	4	4	4	4	4	3	4	1	3	2		1	4	2		2		2		1	3	2		2		2		2		1	3	2		2		2		1				2								4	3	1	5	5	5	5	5	5									4	4	5	4	4	4	4	4	4	5	4	4	4	5	5	4	3	1	3	4	5	5	5	5	5	1	5	5	5	1	1	3											1		2	40	0	10000		1	67	11	2	6	2
5	0	321	1	2	1	3	2012	6	2013	1	1	2	302	2013	6	4	4	4	4	4	5	4	4																									2																											3	2	1	3	2		1	3	2		2		2		2		3	4	4	4	4	4	4	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	3	3															3	4	4	4	3	3	4	3	4	4	3	3	4	4	4	4	4	3	5	5	5	5	2	5	3	3	3	3	3	3	3	3											1	2	1	40	0		140	2	87	1	1	6	1
5	0	321	2	2	1	3	2010	12	2013	1	1	2	302	2013	6	4	4	4	4	4	4	4	4																									2																											4	5	1	3	1	3	1	2	2		2		2		2		11	5	4	3	4	4	4	3	3	1	3	2		2		1	1	1	4	2		2		2		2		2		2		2		2		2		2		1				2								2	3	4															4	5	5	4	4	5	4	4	4	5	4	3	4	4	4	4	3	2	4	4	4	4	4	5	4	2	4	4	4	2	2	4											1	2	1	40	7	2621		2	89	7	1	5	1
5	0	321	3	2	1	3	2003	1	2009	4	2	3	302	2012	10	5	5	5	5	4	4	4	4																									2																											5	2	1	2	2		1	2	2		2		2		2		3	4	4	4	4	4	4	3	3	1	3	2		1	3	1	3	2		2		1	3	2		2		2		2		1	3	2		2		2		4				1	20	6040	13	2003	2	3	2	3	2	1															4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	4	3	4	4	5	4	2	4	4	4	3	2	2											1	2	1	40	9	6900		1	78	3	1	6	3
5	0	322	0	2	1	1	1992	1	2013	6	1	6	306	2013	6	4	5	5	4	4	4	5	4	3	4	4	4	5	4	4	4	5	5		5	5	4	4	5		5		5		5	5		2																											1	1	1	3	1	3	1	4	2		2		1	2	2		8	4	4	3	5	5	4	3	2	2		2		2		1	4	1	4	1	4	2		2		2		2		2		2		2		2		2		4				2								2	2	1	5	5	5	5	4	5									5	5	5	4	5	5	5	4	5	5	4	4	5	5	5	4	4	2	3	4	4	4	4	5	4	4	4	3	4	4	3	2											1		1	40	10	22000		1	66	7	2	6	1
5	0	322	1	2	1	3	1995	8	2011	1	1	6	306	2011	1	2	3	3	3	2	3	4	3																									2																											2	1	1	2	1	3	1	3	2		2		2		2		8	3	3	2	4	3	3	2	3	2		2		1	3	1	3	2		2		2		2		2		2		2		2		2		2		2		4				2								4	3	2															4	4	3	3	3	4	4	3	4	3	3	4	3	3	4	4	3	4	4	4	4	3	3	4	4	4	3	3	3	3	4	3											1	2	1	40	0	9000		1	70	2	2	6	1
5	0	322	2	2	1	3	2011	1	2011	1	2	2	306	2011	1	4	3	3	3	3	3	3	4																									2																											4	3	2		1	2	1	2	2		2		2		2		6	3	3	4	4	3	4	2	2	2		2		1	2	1	2	2		2		2		2		2		2		2		1	2	2		2		2		4				2								3	2	2															4	4	4	3	3	4	3	4	4	3	4	3	4	4	3	3	3	4	3	4	4	3	3	4	4	2	3	4	3	3	3	3											1	2	1	40	0	4500		1	85	4	1	6	1
5	0	322	3	2	1	3	2009	4	2010	10	2	3	306	2010	10	4	4	4	3	5	5	5	4																									2																											4	3	2		2		1	3	2		2		2		2		1	4	4	3	4	4	4	4	2	2		2		1	3	1	3	1	4	2		2		2		2		2		2		2		2		2		2		1				2								2	1	3															4	5	5	4	5	5	5	4	5	4	4	3	5	5	5	4	3	3	4	4	4	4	4	5	4	4	3	3	3	3	2	2											1	2	1	40	10	5400		1	82	4	1	6	1
5	0	331	0	2	1	1	2001	9	2011	4	2	4	303	2012	2	4	4	4	3	4	3	3	4	3	4	4	4	5	4	4	4	5	5		5	5	4	4	4		5		5		5	5		2																											3	2	1	3	1	2	1	4	2		2		1	2	2		6	4	4	2	3	3	4	4	4	2		2		1	2	1	3	1	3	1	3	1	3	2		2		2		2		1	1	2		2		2		3				2								2	1	2	5	5	5	5	4	5									4	2	3	4	4	3	4	4	4	4	3	2	5	5	4	4	3	2	4	4	4	4	4	4	4	2	4	4	4	2	4	4											1		1	40	10	8000		2	79	1	1	6	4
5	0	341	0	2	1	1	1992	8	2012	5	1	6	304	1992	8	5	5	5	4	4	4	5	4	2	4	3	4	4	5	4	3	3	3		4	3	3	3	3		4		4		3	4		2																											3	1	1	4	1	4	1	4	2		2		2		2		7	4	4	2	3	3	4	3	3	2		2		1	2	1	3	2		1	4	1	3	2		2		2		2		1	3	2		2		2		1				1	88	5040	90	-9	4	4	2	2	3	1	4	4	5	4	4	5									4	3	3	4	3	3	4	5	4	3	4	3	5	5	5	3	3	4	3	4	4	5	5	5	5	2	4	4	4	2	1	2											1		2	40	20	11000		1	68	4	2	6	3
5	0	501	0	2	1	1	1992	1	2013	1	1	6	601	2008	1	5	5	4	3	3	5	3	5	4	4	2	4	5	4	3	4	4	3		4	3	3	3	3		5		4		4	5		2																											3	1	1	4	2		1	3	2		2		1	4	2		12	4	3	3	4	5	4	4	4	1	3	2		2		1	4	2		2		1	3	2		2		2		2		1	3	2		2		2		4				1	3	1170	40	2003	1	4	1	3	3	2	5	4	4	5	3	4									3	4	4	3	3	4	4	4	4	5	4	3	5	5	5	5	5	4	3	5	5	5	3	4	4	3	4	3	5	4	2	2											1		2	40	0	11000		1	66	6	2	7	1
5	0	502	0	2	1	1	1993	1	2012	1	1	6	602	2012	8	3	4	4	3	3	3	4	4	2	4	4	4	4	4	4	3	4	4		4	3	3	3	4		4		4		4	4		2																											2	1	1	3	1	3	1	2	2		2		1	3	2		10	4	4	3	4	4	4	2	2	1	3	2		1	3	1	2	1	3	2		1	3	2		2		2		2		2		2		2		2		4				2								4	1	1	4	4	4	4	4	4									4	4	4	4	3	4	4	3	4	4	4	3	4	4	4	4	3	3	4	4	4	4	4	4	4	3	4	4	3	3	3	3											1		1	40	10	11000		1	67	4	2	6	1
5	0	502	1	2	1	3	2009	11	2013	1	1	2	602	2010	7	4	3	3	4	4	3	3	3																									2																											3	2	1	3	1	3	1	2	2		2		2		2		4	4	4	3	4	4	3	2	3	1	3	2		1	3	1	3	2		1	3	2		2		2		2		2		1	3	2		2		2		1				2								2	1	3															4	3	4	4	3	3	4	4	4	3	4	3	4	4	4	3	4	3	3	4	4	4	3	4	4	4	3	3	3	4	3	3											1	2	1	40	10	4000		2	84	3	1	5	1
5	0	502	2	2	1	3	2011	1	2011	1	2	2	602	2012	4	4	4	4	5	4	5	5	4																									2																											2	1	1	4	1	4	1	3	2		2		2		2		4	4	4	3	4	5	5	4	3	2		2		1	3	1	4	1	3	2		2		2		2		2		2		2		2		2		2		3				2								2	2	2															4	5	4	4	3	5	5	5	4	5	5	5	4	4	4	4	3	3	4	3	4	4	4	5	4	3	3	3	3	2	2	2											1	2	1	40	10	4500		1	84	12	1	6	1
5	0	502	3	2	1	3	2008	2	2012	4	2	3	602	2012	1	3	3	4	5	4	4	5	4																									2																											4	4	1	3	1	3	1	4	2		2		2		2		5	5	5	4	5	5	5	3	3	2		2		1	3	1	3	1	4	2		2		2		2		2		2		2		2		2		2		4				2								3	1	2															4	5	5	3	4	5	5	5	5	4	4	4	5	5	5	4	4	3	3	5	4	5	4	5	5	4	3	3	3	2	2	2											1	2	1	40	10	6000		1	83	1	2	6	1
5	0	502	4	2	1	3	2011	1	2011	1	2	2	602	2012	9	4	3	4	4	4	4	4	5																									2																											5	3	1	2	1	2	1	1	2		2		1	2	2		5	4	3	3	4	3	3	2	2	2		2		1	3	1	3	2		1	3	2		2		2		2		2		2		2		2		2		3				2								2	2	2															4	4	5	4	4	4	4	4	4	3	4	4	4	4	4	4	3	3	3	4	4	4	4	4	4	3	3	3	3	2	4	3											1	2	1	40	10	4500		1	85	2	1	6	1
5	0	601	0	2	1	1	2004	2	2004	2	6	6	701	2012	1	4	4	4	4	3	3	4	3	3	4	4	4	4	4	3	4	3	4		5	5	4	3	4		4		4		5	5		1	701	16	0	3					2																		2	1	1	3	2		1	3	2		2		2		2		9	4	4	4	4	3	3	2	4	1	2	2		2		2		2		1	2	1	3	2		2		2		2		1	2	2		2		2		4				2								2	2	1	5	5	5	5	5	5									4	4	5	4	3	5	5	4	5	4	4	3	5	5	4	4	3	3	5	4	4	5	5	5	5	2	4	4	5	1	2	3											1		2	40	0	11000		1	60	9	2	6	1
