C6_ID1	C6_IND1	C6_KSIC1	C6_KSIC2	C6_KSIC3	C6_PANEL_TYPE	A_1ST	A_2ND	A_3RD	A_4TH	A_5TH	A_CODE	C6_SCALE	C6_TYPE	C6A_Sex1	C6A_Sex2	C6A_Sex3	C6A01_01	C6A01_02	C6A01_03	C6A01_04	C6A01_05	C6A01_06	C6A01_07	C6A01_01_01	C6A01_03_01	C6A01_05_01	C6A01_07_01	C6A01_07_02	C6A01_07_03	C6A01_08_01	C6A01_08_02	C6A02_01	C6A02_02	C6A02_03	C6A02_04	C6A02_05	C6A02_06	C6A02_07	C6A02_08	C6A02_09	C6A02_08_01	C6A02_08_02	C6A02_08_03	C6A02_08_04	C6A02_08_05	C6A02_08_06	C6A02_08_07	C6A02_08_08	C6A02_08_09	C6A02_08_10	C6A02_08_11	C6A02_08_12	C6A02_08_13	C6A02_08_14	C6A02_08_15	C6A02_08_16	C6A02_08_17	C6A02_08_18	C6A02_08_19	C6A02_08_20	C6A02_08_21	C6A02_09_01	C6A02_09_02	C6A02_09_03	C6A02_09_04	C6B01_01	C6B01_03	C6B01_04	C6B01_07	C6B01_01_01	C6B01_01_02	C6B01_02_01	C6B01_02_02	C6B01_02_03	C6B01_02_05	C6B01_02_06	C6B01_02_07	C6B01_05_01	C6B01_05_02	C6B01_05_03	C6B01_05_04	C6B01_05_05	C6B01_05_06	C6B01_05_07	C6B01_05_08	C6B01_06_01	C6B01_06_02	C6B01_06_03	C6B01_06_04	C6B01_06_05	C6B01_06_06	C6B01_06_07	C6B01_06_08	C6B01_07_01	C6B01_07_02	C6B01_07_03	C6B01_07_04	C6B01_07_05	C6B01_07_07	C6B01_08_01	C6B01_08_02	C6B01_08_03	C6B01_08_04	C6B01_08_05	C6B01_08_06	C6B01_09_01	C6B01_09_02	C6B01_09_03	C6B01_09_04	C6B01_09_05	C6B01_09_06	C6B01_09_07	C6B01_09_08	C6B01_09_09	C6B01_09_10	C6B01_09_11	C6B01_09_12	C6B01_09_13	C6B02_01_01	C6B02_01_02	C6B02_01_03	C6B02_01_04	C6B02_01_05	C6B02_01_06	C6B02_01_07	C6B02_01_08	C6B02_01_09	C6B02_01_10	C6B02_01_11	C6B02_01_12	C6B02_01_13	C6B02_01_14	C6B02_01_15	C6B02_01_16	C6B02_01_17	C6B02_01_18	C6B02_01_19	C6B02_01_20	C6B02_01_21	C6B02_01_22	C6B02_01_23	C6B02_01_24	C6B02_01_25	C6B02_01_26	C6B02_01_27	C6B02_01_28	C6B02_01_29	C6B02_01_30	C6B02_01_31	C6B02_01_32	C6B02_02_01	C6B02_02_02	C6B02_02_03	C6B02_02_04	C6B02_02_05	C6B02_03_01	C6B02_03_02	C6B02_03_03	C6B02_03_04	C6B02_03_05	C6B02_03_06	C6B02_04_01	C6B02_04_02	C6B02_04_03	C6B02_04_04	C6B02_04_05	C6B02_04_06	C6B02_04_07	C6B02_04_08	C6B02_04_09	C6B02_04_10	C6B02_04_11	C6B02_04_12	C6B02_05_01	C6B02_05_02	C6B02_06_01	C6B02_06_02	C6B02_06_03	C6B02_06_04	C6B02_06_05	C6B02_06_06	C6B02_06_07	C6B02_06_08	C6B02_06_09	C6B02_06_10	C6B02_06_11	C6B02_06_12	C6B02_06_13	C6B02_06_14	C6B02_06_15	C6B02_06_16	C6B02_06_17	C6B02_06_18	C6B02_06_19	C6B02_06_20	C6B02_06_21	C6B02_06_22	C6B02_06_23	C6B02_07_01	C6B02_07_02	C6B02_07_03	C6B02_07_04	C6B02_07_05	C6B02_07_06	C6B02_07_07	C6B02_07_08	C6B02_07_09	C6B02_07_10	C6B02_07_11	C6B02_07_12	C6B02_08_01	C6B02_08_02	C6B02_08_03	C6B02_08_04	C6B02_08_05	C6B02_08_06	C6B02_08_07	C6B02_08_08	C6B02_08_09	C6B02_08_10	C6B02_08_11	C6B02_08_12	C6B02_09_01	C6B02_09_02	C6B02_09_03	C6B02_09_04	C6B02_10_01	C6B02_10_02	C6B02_10_03	C6B02_10_04	C6B02_10_05	C6B02_10_06	C6B02_10_07	C6B02_10_08	C6B02_10_09	C6B02_10_10	C6B02_10_11	C6B02_10_12	C6B02_10_13	C6B02_10_14	C6C01_01	C6C01_02	C6C01_03	C6C01_04	C6C01_05	C6C01_06	C6C01_01_01	C6C01_02_01	C6C01_03_01	C6C01_05_01	C6C01_05_02	C6C01_05_03	C6C01_05_04	C6C01_05_05	C6C01_05_06	C6C01_07_01	C6C01_07_02	C6C01_07_03	C6C01_07_04	C6C01_07_05	C6C01_07_06	C6C01_07_07	C6C01_07_08	C6C01_07_09	C6C01_07_10	C6C01_07_11	C6C01_07_12	C6C01_07_13	C6C01_07_14	C6C01_07_15	C6C01_07_16	C6C01_07_17	C6C01_07_18	C6C01_07_19	C6C01_07_20	C6C01_07_21	C6C01_07_22	C6C01_07_23	C6C01_07_24	C6C01_07_25	C6C01_07_26	C6C01_07_27	C6C01_07_28	C6C01_07_29	C6C01_07_30	C6C01_07_31	C6C01_07_32	C6C01_07_33	C6C01_08_01	C6C01_08_02	C6C01_08_03	C6C01_08_04	C6C01_08_05	C6C01_08_06	C6C01_08_07	C6C01_08_08	C6C01_08_09	C6C01_08_10	C6C01_08_11	C6C01_08_12	C6C01_08_13	C6C01_08_14	C6C01_08_15	C6C01_08_16	C6C01_08_17	C6C01_08_18	C6C01_09_01	C6C01_09_02	C6C01_09_03	C6C01_09_04	C6C01_09_05	C6C01_09_06	C6C01_09_07	C6C01_09_08	C6C01_09_09	C6C01_09_10	C6C01_09_11	C6C01_09_12	C6C01_09_13	C6C01_09_14	C6C02_01_01	C6C02_01_02	C6C02_01_03	C6C02_01_04	C6C02_01_05	C6C02_01_06	C6C02_01_07	C6C02_01_08	C6C02_02_01	C6C02_02_02	C6C02_02_03	C6C02_02_04	C6C02_02_05	C6C02_02_06	C6C02_02_07	C6C02_02_08	C6C02_02_09	C6C02_03_01	C6C02_03_02	C6C02_03_03	C6C02_03_04	C6C02_03_05	C6C02_04_01	C6C02_04_02	C6C02_04_03	C6C02_04_04	C6C02_04_05	C6C02_04_06	C6C02_04_07	C6C02_04_08	C6C02_04_09	C6C02_04_10	C6C03_02	C6C03_04	C6C03_07	C6C03_01_01	C6C03_01_02	C6C03_01_03	C6C03_01_04	C6C03_01_05	C6C03_01_06	C6C03_01_07	C6C03_01_08	C6C03_01_09	C6C03_01_10	C6C03_01_11	C6C03_01_12	C6C03_01_13	C6C03_01_14	C6C03_01_15	C6C03_01_16	C6C03_01_17	C6C03_01_18	C6C03_01_19	C6C03_01_20	C6C03_03_01	C6C03_03_02	C6C03_05_01	C6C03_05_02	C6C03_05_03	C6C03_05_04	C6C03_05_05	C6C03_05_06	C6C03_05_07	C6C03_05_08	C6C03_06_01	C6C03_06_02	C6C03_06_03	C6C03_06_04	C6C03_06_05	C6C03_06_06	C6C03_06_07	C6C03_06_08	C6C03_06_09	C6C03_07_01	C6C03_07_03	C6C04_05	C6C04_01_01	C6C04_01_02	C6C04_01_03	C6C04_01_04	C6C04_01_05	C6C04_01_06	C6C04_01_07	C6C04_01_08	C6C04_02_01	C6C04_02_02	C6C04_02_03	C6C04_02_04	C6C04_02_05	C6C04_02_06	C6C04_02_07	C6C04_02_08	C6C04_02_09	C6C04_02_10	C6C04_02_11	C6C04_02_12	C6C04_02_13	C6C04_02_14	C6C04_02_15	C6C04_02_16	C6C04_02_17	C6C04_02_18	C6C04_02_19	C6C04_02_20	C6C04_02_21	C6C04_02_22	C6C04_02_23	C6C04_03_01	C6C04_03_02	C6C04_03_03	C6C04_03_04	C6C04_03_05	C6C04_03_06	C6C04_03_07	C6C04_03_08	C6C04_03_09	C6C04_03_10	C6C04_03_11	C6C04_03_12	C6C04_03_13	C6C04_03_14	C6C04_03_15	C6C04_03_16	C6C04_03_17	C6C04_03_18	C6C04_03_19	C6C04_03_20	C6C04_03_21	C6C04_04_01	C6C04_04_02	C6C04_04_03	C6C04_04_04	C6C04_04_05	C6C04_04_06	C6C04_04_07	C6C04_05_01	C6C04_05_02	C6C04_05_03	C6C04_05_04	C6C04_05_05	C6D01_01	C6D01_02	C6D01_03	C6D01_05	C6D01_06	C6D01_07	C6D01_08	C6D01_09	C6D01_10	C6D01_04_01	C6D01_04_02	C6D01_04_03	C6D01_04_04	C6D01_04_05	C6D01_04_06	C6D01_05_01	C6D01_05_02	C6D01_06_01	C6D01_07_01	C6D01_07_02	C6D01_07_03	C6D01_07_04	C6D01_08_01	C6D01_09_01	C6D01_09_02	C6D01_09_03	C6D01_09_04	C6D02_02	C6D02_04	C6D02_05	C6D02_07	C6D02_08	C6D02_01_01	C6D02_01_02	C6D02_02_01	C6D02_02_02	C6D02_02_03	C6D02_02_04	C6D02_02_05	C6D02_02_06	C6D02_03_01	C6D02_03_02	C6D02_03_03	C6D02_04_01	C6D02_06_01	C6D02_06_02	C6D02_06_03	C6D02_06_04	C6D02_06_06	C6D02_06_07	C6D02_07_01	C6D02_08_01	C6D03_02	C6D03_03	C6D03_04	C6D03_05	C6D03_01_01	C6D03_01_02	C6D03_01_03	C6D03_01_04	C6D03_01_05	C6D03_01_06	C6D03_01_07	C6D03_01_08	C6D03_01_09	C6D03_01_10	C6D03_01_11	C6D03_01_12	C6D03_01_13	C6D03_01_14	C6D03_06_01	C6D03_06_02	C6D04_05	C6D04_01_01	C6D04_01_02	C6D04_01_03	C6D04_01_04	C6D04_01_05	C6D04_01_06	C6D04_01_07	C6D04_01_08	C6D04_01_09	C6D04_01_10	C6D04_01_11	C6D04_01_12	C6D04_01_13	C6D04_01_14	C6D04_01_15	C6D04_01_16	C6D04_01_17	C6D04_01_18	C6D04_01_19	C6D04_01_20	C6D04_01_21	C6D04_01_22	C6D04_01_23	C6D04_01_24	C6D04_01_25	C6D04_01_26	C6D04_01_27	C6D04_01_28	C6D04_01_29	C6D04_01_30	C6D04_01_31	C6D04_01_32	C6D04_01_33	C6D04_01_34	C6D04_01_35	C6D04_01_36	C6D04_01_37	C6D04_01_38	C6D04_01_39	C6D04_01_40	C6D04_01_41	C6D04_01_42	C6D04_01_43	C6D04_01_44	C6D04_01_45	C6D04_01_46	C6D04_01_47	C6D04_01_48	C6D04_01_49	C6D04_01_50	C6D04_02_01	C6D04_02_02	C6D04_02_03	C6D04_02_04	C6D04_02_05	C6D04_02_06	C6D04_03_01	C6D04_03_02	C6D04_03_03	C6D04_03_04	C6D04_03_05	C6D04_03_06	C6D04_04_01	C6D04_04_02	C6D04_04_03	C6D04_04_04	C6D04_04_05	C6D04_04_06	C6D04_04_07	C6D04_05_01	C6D04_05_02	C6D04_05_03	C6D04_06_01	C6D04_06_02	C6D04_06_03	C6D04_07_01	C6D04_07_02	C6D04_07_03	C6D04_07_04	C6D04_07_05	C6D04_07_06	C6D04_07_07	C6D04_07_08	C6D04_08_01	C6D04_08_02	C6D04_08_03	C6D04_08_04	C6D04_08_05	C6D04_08_06	C6D04_08_07	C6D04_08_08	C6D04_08_09	C6D04_08_10	C6D04_08_11	C6D04_08_12	C6D04_08_13	C6D04_08_14	C6D04_08_15	C6D04_08_16	C6D04_08_17	C6D04_08_18	C6D04_08_19	C6D04_08_20	C6D04_08_21	C6D04_08_22	C6D04_08_23	C6D04_08_24	C6D04_08_25	C6D04_08_26	C6D04_08_27	C6D04_08_28	C6D05_01	C6D05_02	C6D05_03	C6D05_04	C6D05_02_01	C6D05_03_01	C6D05_03_02	C6D05_03_03	C6D05_03_04	C6D05_03_05	C6D05_03_07	C6D05_03_08	C6D05_03_09	C6D05_03_10	C6D05_03_11	C6D05_03_12	C6D05_03_13	C6D05_03_14	C6D05_03_15	C6D05_03_16	C6D05_03_17	C6D05_03_18	C6D05_03_19	C6D05_03_20	C6D05_03_21	C6D05_03_22	C6D05_03_23	C6D05_03_24	C6D05_03_25	C6D05_03_26	C6D05_03_27	C6D05_03_28	C6D05_03_29	C6D05_03_30	C6D05_03_31	C6D05_03_32	C6D05_03_33	C6D05_03_34	C6D05_03_35	C6D05_03_36	C6D05_03_37	C6D05_03_38	C6D05_03_39	C6D05_03_40	C6D05_03_41	C6D05_03_42	C6D06_01	C6D06_02	C6D06_01_01	C6D06_01_02	C6D06_01_03	C6D06_01_04	C6D06_01_05	C6D06_01_06	C6D06_01_07	C6D06_02_01	C6D06_02_02	C6D06_02_03	C6D06_02_04	C6D06_02_05	C6D06_02_06	C6D06_02_07	C6D06_03_01	C6D06_03_02	C6D06_04_01	C6D06_04_02	C6D06_04_03	C6D06_04_04	C6D06_04_05	C6D06_04_06	C6D06_04_07	C6D06_04_08	C6D06_05_01	C6D06_05_02	C6D06_05_03	C6D06_05_04	C6D06_05_05	C6D06_05_06	C6D06_05_07	C6D06_05_08	C6D06_05_09	C6D06_05_10	C6D07_01	C6D07_02	C6D07_04	C6D07_02_01	C6D07_03_01	C6D07_03_02	C6D07_03_03	C6D07_03_04	C6D07_03_05	C6D07_03_06	C6D07_03_07	C6D07_03_08	C6D07_03_09	C6D07_03_10	C6D07_03_11	C6D07_03_12
1	1	C	20	201	1	1	1	1	1	1	611111	1	1	1			1954	4	2	4	1	1	1				2	3	5	3	6	3	1	1	2	3	3	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					2	3	1	2	100.0	100.00	7	5	9	3	4	1	3	1	1	1	1				8	8	8	8	8										1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	222	201	21	0	219	198	21	0	8	4	4	0	20	20	0	0	130	130	0	0													222	25	71	107	19	222	114	30	65	10	3	20	12	6	16	10	6	16	4	1	0	0	0	35	100	4	4	4	0	0	4	4	4	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2		2		3	0	0	3	0	0	0	0	0	0	0	0	3	0	1	1	2	3	1	24.00		5		1	1	0	0	0	0	1	666	222	50.00	1	200	150	100.00	2				2				2				2				2				2				222	2		2		2		2		2		1	2	2		1	3	2		1	3	1	3	1	4	2		2		2		1	3	227.000	4.000	4.000	0.000	14458.000	150.000	0.000	150.000	-8			1	16.0	20.000	-8			3	3	2	3	3	3	3	3	4	3	2	3	4	3	3	1	3	3	2	2	2	2	2	2	1	2	3	2	2	2	2	2	2	2	3	2	2	2	1	7																			3	8	3	3	3	3	3				2	1	1	2	1	1	2	2		2	2		2				2				2	2		2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	2	2	8	8	2						1	5		2	1	2	2	2	1	2	1	0	3.0	15.0		2	1	1										2	2	0.00			4	5							10.0	10.0	5.0		0	0	0	0							-8	2	2		2		2		2		2		2		-8	-8	-8		1800.00	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0																0	1	0	0	1	0	1	0	0	1	2	2	2	2	1	2	50.00	50.00	50.00	50.00	0.00	0.00	42.00	50.00	60.00	3	3	3	-8.00	3	3	3	2	100.0	100.0	1	3	2		2		2		1	1	1	1	1	8	1	8	1	8	2		1	3	1	8	1	3	1	1	1	1	2		1	8	1	8	1	1	1	2	24.0	1	0	0	0	0	1																																				1	2	2			58.0	1	55.0	58.0								3	4	0	1	0	0	0	0	0	0	2		2		2		2		2		5	1	1	1	63	100.00	1							2		
2	1	C	11	112	1	1	1	1	1	1	611111	2	3	1			1971	4	2	3	3	1	2			5				1	4	4	2	3	2	2	2	1	1	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0					3	5	1	2	2000.0	70.00	9	1	5	9	4	3	3	3	1	1	1				1	1	1	1	1										1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	360	280	50	30	325	260	45	20	20	14	6	0	10	10	0	0	80	66	10	4													330	69	149	96	16	330	88	56	153	31	2	93	23	42	24	25	7	19	13	4	1	1	2	-9	38	70	65	65	0	5	56	52	52	0	4	14	13	13	0	1	36	31	31	0	34	34	34	0	51	510	51	51	20	31	20	14	14	11	3	20	18	16	2	3	0	0	12	0	0	0	0	0	2		2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	4	10.00		3								1	400	200	150.00	1	100	100	200.00	1	360	360	2.00	2				2				2				2				2				360	1	4	2		2		2		2		1	2	1	3	1	2	2		1	3	1	3	1	4	2		1	3	1	3	1	4	-9.000	-9.000	-9.000	-9.000	12815.000	352.000	0.000	352.000	1	30.0	10.000	1	30.0	10.000	1	30.0	10.000	3	3	4	3	2	1	2	4	2	4	5	3	2	2	2	1	3	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																			1		1	2	4	3	4	3				2	2		1	1	1	2	2		2	2		2				2				2	2		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	8	1	8	8	8	8	8	1	0	0	1	0	1	5		1	1	2	2	2	1	4	1	1	6.0	7.5	5.0	1	3	2										2	1	0.00	2	2	4	6							9.0	7.0	8.0	1	1	0	1	1	6	5			2	2	5	1	2		1	2	1	2	1	3	1	3	1	3	2	3	3	8	3705.00	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0																0	1	0	0	1	0	0	0	0	1	1	1	1	2	2	2	0.00	0.00	0.00	0.00	0.00	0.00	35.00	45.00	55.00	3	3	3	90.00	3	3	3	2	100.0	100.0	2		2		2		2		1	1	1	1	1	1	1	1	1	1	2		1	1	1	1	1	1	2		1	1	2		1	1	2		1	2	1	2		0	0	0	1	0	3																																				1	2	2			55.0	2										2		0	1	0	0	0	0	0	0	2		2		2		2		2		5	1	4	4												
5	2	K	65	651	1	1	1	1	1	1	611111	4	3	1			1990	3	2	1	4	2	1			1	1	3	5	6	1	4	4		3	4	2	3	2	1																						0	0	1	0	3	4	2	2	7790.0	10.00	7	9	11	3	4	11		1		1		1	1			8		8		8	8								1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	10040	589	737	8714	11431	612	798	10021													34	24	10	0	0	0	0	0					1326	379	561	324	62	1326	269	263	760	34	0	162	110	44	91	162	20	597	103	31	2	2	2	487		-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9			-9						-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2		1	4	-9	-9	-9	-9	-9	-9							-9		1	1	1	1	1	30.00		1	10.00	2						-9				-9				-9				-9				-9				-9				-9				-9				-9	1	4	2		2		2		2		1	2	2		1	2	1	3	1	4	1	4	1	3	2		2		2		2		-9.000	-9.000	-9.000	-9.000	82132.000	-9.000	-9.000	-9.000	1	90.0	200.000				2			4	3	3	4	2	1	3	4	3	4	2	2	1	1	2	2	3	2	3	2	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	3	1																		1		2		4		4		3	4		1	1	1	1	2		2	2		2	2		2				1	1	2		2	2		1	2	1	1	2	2	1	2	1	1	2	1	1	2	2	1	2	1	1	2	1	3	2	2	2	8	2	2						1	3		1	1	1	1	2	1	8	10	0	4.0	5.0		1	3	2	1	1	0	0	3.00					1		0.00	2	2	3	7	0	0	1	0	1	0	9.0	8.0	7.0		0	0	1	0	2	7			3	3	5	1	2		1	4	1	4	1	4	2		1	4	2	4	1	2	18672.00						0	0	0	0	1						0	0	0	0	1						0	0	0	0	1	0	0	0	0	1						0	0	0	0	1	0	0	0	0	1	1	2	2	1	1		500.00		200.00		300.00		45.00	75.00	87.00	4	2	2	100.00	4	4	4	2	120.0	120.0	1	4	1	2	1	4	2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2																																											1	1	2			60.0	1	55.0	60.0	1	1	0	1	0	0	0	3	4	0	1	0	0	1	0	0	0	2		2		2		2		2		5	1	3	2	800	98.00	2							2		
7	2	K	64	641	1	1	1	1	1	1	611111	4	3	1			2001	2	1	1	4	1	1	1963	1	2	1	4	3	6		3	3		3	3	1	1	1	2								1	1	1	1	0	1	0												1	2	1	1	42930.0	0.00	9	7		4	2	11		1		1		1	1			8		8		8	8		1	1	0	1	0	5.00	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	21656	11339	9878	439	21764	11352	9808	604													200	150	50	0	0	0	0	0					21217	1358	6873	8542	4444	21217	5712	2197	11615	1658	35	307	2185	3876	4436	482	53	157	6958	2322	400	37	4	13149		-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9			-9						-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2		2		-9	-9	-9	-9	-9	-9							-9		1	1	1	1	4	147.00		4	1.00							1	-9	-9	-9.00	1	-9	-9	-9.00	1	-9	-9	-9.00	1	-9	-9	-9.00	1	-9	-9	-9.00	1	-9	-9	-9.00	2				2				-9	1	4	1	4	1	4	1	2	1	3	1	4	2		1	4	1	4	1	4	1	4	1	4	1	4	2		2		2		-9.000	1321.000	1321.000	0.000	2209592.000	21992.000	5500.000	16492.000	1	90.0	2000.000				2			4	4	4	4	4	1	1	1	1	1	3	1	1	1	1	2	3	3	8	3	3	3	8	1	8	1	8	1	8	1	8	1	8	1	8	1	8	1	1	3																			5	2		4		4		5	5		1	1	1	1	1	1	1	1	1	1	1	1	2				1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	8	3	1						1	1		1	1	1	1	2	1	9	15	1	2.5	3.0	2.0	1	4	3	1	0	0	0	30.00					2		5.00			3	5							9.0	10.0	6.0		0	0	0	0					3	3	7	2	2		1	4	2		1	4	1	4	1	4	2	4	1	2	693267.00						0	1	1	1	1						0	1	1	1	1						0	1	1	1	1	0	1	1	1	1						0	1	1	1	1	0	1	1	1	1	1	1	1	2	1		27.00		3.80		23.20		46.00	77.00	129.00	3	3	3	70.00	3	3	3	2	114.0	127.0	1	2	1	2	2		2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	2	1	1		1	0	1	1	0	2	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	2			60.0	2			3	1	0	0	1	0	0	2	4	0	1	1	0	0	0	0	0	2		2		2		2		2		5	1	2	2	16599	80.50	1	-9	-9.00	3				2	2	3
8	1	C	10	105	1	1	1	1	1	1	611111	4	1	1			1964	1	1	2	3	1	1		1	1	1	3	4	9		2	4	3	3	3	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3	2	1	2600.0	65.00	14	7	8	1	2	9	1	1	1	1	1				1	1	1	1	1				0	1	0	1	0	5.00	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	2045	1577	385	83	2142	1670	400	72	53	37	16	0	64	64	0	0	1047	849	122	76													1962	593	795	395	179	1962	744	438	724	54	2	230	159	241	64	25	9	250	2	6	0	0	1	545	555	68	68	68	0	0	41	41	41	0	0	27	27	27	0	0	66	66	66	0	2	2	2	0	44	880	44	44	42	2	15	24	24	24	0	15	20	0	0	0	1	1	22	0	0	0	0	0	2		2		103	31	21	26	15	10	211	106	32	33	20	20	93	191	2	1	1	3	4	16.90	1	5	100.00							1	2045	818	104.00	1	442	177	160.00	1	272	136	27.00	2				2				2				2				2				1131	2		1	2	1	2	1	2	2		1	3	1	3	1	3	1	3	1	3	1	3	1	2	2		1	2	1	2	2		833.000	75.000	75.000	0.000	98100.000	291.000	0.000	291.000	1	10.0	28.000	1	2.0	0.000	2			2	2	2	2	2	3	3	2	2	4	2	3	2	1	4	2	3	3	2	2	8	2	8	2	8	2	8	2	8	2	8	2	8	2	8	2	8	2	5	3																			3	1	3	3	3	3	2				1	1	1	1	1	1	1	2		2	2		2				2				2	1	1	1	2	1	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	8	8	8	8	1	0	0	0	0	1	2		1	1	1	2	2	1	2	4	1	1.5	8.0	18.0	1	3	3	1	0	0	0						2	2	5.00	2	1	3	6							7.0	13.0	3.0		0	0	1	0	5	4		2	3	1	5	1	2		1	4	1	4	1	4	1	4	1	4	2	4	1	7	16800.00	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1																0	1	0	0	0	0	0	0	0	1	1	2	2	2	2	2	788.00	788.00	750.00	750.00	38.00	38.00	38.00	52.00	80.00	2	3	4	-9.00	3	4	5	2	100.0	100.0	2		2		2		2		1	1	1	1	1	1	1	1	1	1	1	1	2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1																																											1	2	2			60.0	1	55.0	60.0								4		1	1	1	0	0	0	1	0	2		2		2		2		1	2	4	1	4	2	904	64.00	1							2		
9	3	M	72	721	1	1	1	1	1	1	611111	2	3	1	1		1960	1	2	3	1	1	2							1	3	4	2	2	2		2	2	1	2	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0					2	5	1	1	300.0	100.00	9	8	14	4	3	11	1	3		3				3	8	1		1				1	0	1	1	1	0	5.00	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	958	767	92	99	1041	775	135	131																					908	725	84	99	859	55	273	292	239	859	32	76	541	189	21	23	59	82	143	169	291	28	18	16	16	9	5	301		206	86	84	2	120	111	76	74	2	35	95	10	10	0	85	140	20	18	2	66	66	66	0	86	300	86	86			30						13	2	3	4	11	43	7	1	0	1	1	0	2		2		289	98	84	50	57	0							289		1	1	2	3	1	6.00		3		2						1	200	120	122.00	1	60	50	98.00	2				2				2				2				2				2				120	2		2		2		2		2		1	2	2		1	2	2		1	3	2		1	2	2		2		2		2		409.000	28.000	28.000	0.000	47290.000	220.000	0.000	220.000	1	14.0	65.000				2			2	2	2	2	2	2	3	4	2	4	4	4	2	3	4	2	3	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3																		1		2	3	3		3				3	2	1	1	2	1	1	2	2		2	2		2				2				2	2		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	8	8	8	8	2						1	5		1	1	2	1	1	1	1	2	2	10.0	15.0	20.0	1	3	2					10.00	35	67			2		5.00	2	2	8	6							7.0	7.0	5.0		0	0	1	0	6	4			2	3	5	1	2		1	3	1	3	1	3	1	2	1	1	2	4	1	2	828.00	0	1	0	0	0	0	1	0	0	0						0	1	0	0	0																0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	2	2	1	2	2		520.00		500.00		20.00		31.00	43.00	53.00	3	3	2	80.00	3	2	2	2	120.0	120.0	2		2		2		2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2		1	1	2		2		2		1	1	2	2	10.0																																										1	2	2			60.0	2										2	4	1	1	1	0	0	0	0	0	2		1	1	1	1	2		2		3	1	3	3	90	25.00	2							1		
